short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,701359,1,5416262,701359,True,chromosome
2,670531,1,5416262,670531,True,chromosome
3,639815,1,5416262,639815,True,chromosome
4,547579,1,5416262,547579,True,chromosome
5,460824,1,5416262,460824,True,chromosome
6,331551,1,5416262,331551,True,chromosome
7,283124,1,5416262,283124,True,chromosome
8,261038,1,5416262,261038,True,chromosome
9,219457,1,5416262,219457,True,chromosome
10,155933,1,5416262,155933,True,chromosome
11,136879,1,5416262,136879,True,chromosome
12,127606,1,5416262,127606,True,chromosome
13,113576,2,180233,113576,True,plasmid
14,112120,1,5416262,112120,True,chromosome
15,96270,3,152532,52589,True,plasmid
16,88713,1,5416262,88713,True,chromosome
17,81093,1,5416262,81093,True,chromosome
18,71849,1,5416262,71849,True,chromosome
19,60470,1,5416262,60470,True,chromosome
20,58952,1,5416262,58952,True,chromosome
21,57923,5,59258,50074,True,plasmid
22,57184,1,5416262,57184,True,chromosome
23,51515,6,51966,51515,True,plasmid
24,50909,1,5416262,50909,True,chromosome
25,49325,1,5416262,49325,True,chromosome
26,43403,4,76096,43403,True,plasmid
27,41227,1,5416262,41227,True,chromosome
28,39106,1,5416262,39106,True,chromosome
29,22280,2,180233,22280,True,plasmid
30,21956,3,152532,21956,True,plasmid
31,19047,3,152532,19047,True,plasmid
32,19024,1,5416262,19024,True,chromosome
33,17079,4,76096,17079,True,plasmid
34,16337,2,180233,16337,True,plasmid
35,15947,1,5416262,9257,True,chromosome
36,15665,1,5416262,15665,True,chromosome
37,14952,1,5416262,14952,True,chromosome
38,9454,7,15650,9454,True,plasmid
39,7782,11,7782,7782,False,no_label
40,7744,9,9000,7744,True,plasmid
41,7396,8,9026,7396,True,plasmid
42,5894,1,5416262,5894,True,chromosome
43,5774,2,180233,5774,True,plasmid
44,4067,2,180233,4067,True,plasmid
45,3850,3,152532,3850,True,plasmid
46,3778,13,3778,3778,True,plasmid
47,3452,10,8954,3452,True,plasmid
48,3439,NA,NA,3439,NA,ambiguous
49,3394,12,7717,3394,True,plasmid
50,2522,3,152532,2522,True,plasmid
51,2493,7,15650,2493,True,plasmid
52,2126,2,180233,2126,True,plasmid
53,2123,4,76096,2123,True,plasmid
54,1702,14,1702,1702,True,plasmid
55,1646,7,15650,1646,True,plasmid
56,1630,8,9026,1630,True,plasmid
57,1583,1,5416262,1583,True,chromosome
58,1336,NA,NA,1336,NA,ambiguous
59,1335,NA,NA,1335,NA,ambiguous
60,1109,10,8954,1109,True,plasmid
61,1108,12,7717,1108,True,plasmid
62,1107,3,152532,1107,True,plasmid
63,971,9,9000,971,True,plasmid
64,959,4,76096,959,True,plasmid
65,949,1,5416262,949,True,chromosome
66,946,4,76096,946,True,plasmid
67,946,2,180233,946,True,plasmid
68,817,10,8954,817,True,plasmid
69,728,2,180233,728,True,plasmid
70,727,4,76096,727,True,plasmid
71,709,1,5416262,709,True,chromosome
72,678,12,7717,678,True,plasmid
73,665,1,5416262,665,True,chromosome
74,614,12,7717,614,True,plasmid
75,592,10,8954,592,True,plasmid
76,531,2,180233,531,True,plasmid
77,510,4,76096,510,True,plasmid
78,424,1,5416262,424,True,chromosome
79,418,NA,NA,418,NA,ambiguous
80,392,NA,NA,392,NA,ambiguous
81,371,1,5416262,371,True,chromosome
82,365,2,180233,365,True,plasmid
83,365,3,152532,365,True,plasmid
84,348,4,76096,348,True,plasmid
85,348,2,180233,348,True,plasmid
86,332,12,7717,332,True,plasmid
87,319,4,76096,319,True,plasmid
88,314,2,180233,314,True,plasmid
89,302,2,180233,302,True,plasmid
90,300,2,180233,300,True,plasmid
91,281,4,76096,281,True,plasmid
92,278,4,76096,278,True,plasmid
93,277,2,180233,277,True,plasmid
94,276,2,180233,276,True,plasmid
95,275,4,76096,275,True,plasmid
96,269,7,15650,269,True,plasmid
97,258,6,51966,258,True,plasmid
98,253,1,5416262,253,True,chromosome
99,249,NA,NA,249,NA,ambiguous
100,240,1,5416262,240,True,chromosome
101,239,1,5416262,239,True,chromosome
102,227,1,5416262,227,True,chromosome
103,223,3,152532,223,True,plasmid
104,223,2,180233,223,True,plasmid
105,223,12,7717,223,True,plasmid
106,219,2,180233,219,True,plasmid
107,217,4,76096,217,True,plasmid
108,217,2,180233,217,True,plasmid
109,217,2,180233,217,True,plasmid
110,202,3,152532,202,True,plasmid
111,200,2,180233,200,True,plasmid
112,199,2,180233,199,True,plasmid
113,199,4,76096,199,True,plasmid
114,195,4,76096,195,True,plasmid
115,194,4,76096,194,True,plasmid
116,194,2,180233,194,True,plasmid
117,193,NA,NA,193,NA,ambiguous
118,184,1,5416262,184,True,chromosome
119,182,1,5416262,182,True,chromosome
120,180,4,76096,180,True,plasmid
121,172,2,180233,172,True,plasmid
122,157,NA,NA,157,NA,ambiguous
123,155,2,180233,155,True,plasmid
124,154,NA,NA,154,NA,ambiguous
125,149,2,180233,149,True,plasmid
126,148,2,180233,148,True,plasmid
127,145,4,76096,145,True,plasmid
128,145,2,180233,145,True,plasmid
129,145,12,7717,145,True,plasmid
130,143,2,180233,143,True,plasmid
131,143,9,9000,143,True,plasmid
132,142,9,9000,142,True,plasmid
133,142,10,8954,142,True,plasmid
134,140,1,5416262,140,True,chromosome
135,140,3,152532,140,True,plasmid
136,137,1,5416262,137,True,chromosome
137,134,1,5416262,134,True,chromosome
138,131,4,76096,131,True,plasmid
139,131,4,76096,131,True,plasmid
140,125,2,180233,125,True,plasmid
141,125,3,152532,125,True,plasmid
142,119,NA,NA,119,NA,ambiguous
143,114,4,76096,114,True,plasmid
144,110,4,76096,110,True,plasmid
145,108,1,5416262,108,True,chromosome
146,108,1,5416262,108,True,chromosome
147,103,1,5416262,103,True,chromosome
148,102,1,5416262,102,True,chromosome
