short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,649022,1,4158994,589089,False,chromosome
2,449188,1,4158994,449188,False,chromosome
3,288960,1,4158994,288960,False,chromosome
4,249393,1,4158994,249393,False,chromosome
5,240809,1,4158994,240690,False,chromosome
6,225198,2,676493,225198,False,chromosome
7,224186,1,4158994,224186,False,chromosome
8,217808,1,4158994,217808,False,chromosome
9,212817,1,4158994,212817,False,chromosome
10,191241,2,676493,191241,False,chromosome
11,178615,1,4158994,178516,False,chromosome
12,162451,1,4158994,162451,False,chromosome
13,144488,1,4158994,144388,False,chromosome
14,134170,1,4158994,134143,False,chromosome
15,132437,1,4158994,132437,False,chromosome
16,124135,2,676493,124135,False,chromosome
17,117204,1,4158994,117204,False,chromosome
18,97387,1,4158994,97387,False,chromosome
19,88989,2,676493,88989,False,chromosome
20,83714,1,4158994,83714,False,chromosome
21,82151,5,115923,82151,False,no_label
22,63820,7,63820,63820,True,plasmid
23,58914,1,4158994,58914,False,chromosome
24,56115,1,4158994,56115,False,chromosome
25,53280,9,57771,53100,True,plasmid
26,51064,1,4158994,51064,False,chromosome
27,49136,1,4158994,49136,False,chromosome
28,49111,1,4158994,49111,False,chromosome
29,45214,3,188117,45214,True,plasmid
30,45128,1,4158994,45128,False,chromosome
31,43996,4,124520,43996,True,plasmid
32,41445,1,4158994,41445,False,chromosome
33,40268,1,4158994,40268,False,chromosome
34,33683,6,86823,33683,True,plasmid
35,32087,5,115923,32087,False,no_label
36,28934,8,61033,22563,True,plasmid
37,28758,1,4158994,28758,False,chromosome
38,23549,4,124520,23549,True,plasmid
39,22861,3,188117,22861,True,plasmid
40,21034,1,4158994,21034,False,chromosome
41,19356,6,86823,19356,True,plasmid
42,19080,1,4158994,19080,False,chromosome
43,17008,3,188117,17008,True,plasmid
44,15990,3,188117,15990,True,plasmid
45,15937,2,676493,15937,False,chromosome
46,15691,1,4158994,15691,False,chromosome
47,15321,3,188117,15321,True,plasmid
48,14585,3,188117,14585,True,plasmid
49,13471,2,676493,13471,False,chromosome
50,13131,3,188117,13131,True,plasmid
51,11843,8,61033,11843,True,plasmid
52,10976,3,188117,10976,True,plasmid
53,9450,6,86823,9450,True,plasmid
54,8181,12,8381,8181,True,plasmid
55,8052,13,8052,8052,True,plasmid
56,7313,15,7313,7313,True,plasmid
57,7282,4,124520,7282,True,plasmid
58,7084,4,124520,7084,True,plasmid
59,7074,4,124520,7074,True,plasmid
