short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,263396,2,754149,219742,True,plasmid
2,238492,1,4346912,238492,True,chromosome
3,220602,2,754149,220602,True,plasmid
4,220225,1,4346912,220225,True,chromosome
5,208169,1,4346912,208169,True,chromosome
6,205458,1,4346912,205458,True,chromosome
7,202825,1,4346912,202825,True,chromosome
8,201525,1,4346912,201525,True,chromosome
9,195370,1,4346912,195370,True,chromosome
10,174950,2,754149,174950,True,plasmid
11,159063,1,4346912,159063,True,chromosome
12,149166,1,4346912,149166,True,chromosome
13,132257,1,4346912,132257,True,chromosome
14,127260,1,4346912,127260,True,chromosome
15,122053,1,4346912,122053,True,chromosome
16,117060,1,4346912,117060,True,chromosome
17,109386,1,4346912,109386,True,chromosome
18,107076,1,4346912,107076,True,chromosome
19,100968,1,4346912,100968,True,chromosome
20,91871,1,4346912,91871,True,chromosome
21,77530,1,4346912,77530,True,chromosome
22,77455,1,4346912,77455,True,chromosome
23,72715,1,4346912,72715,True,chromosome
24,71231,1,4346912,71231,True,chromosome
25,68627,1,4346912,68627,True,chromosome
26,64997,1,4346912,64997,True,chromosome
27,63769,3,74587,61679,True,plasmid
28,63160,1,4346912,63160,True,chromosome
29,55878,1,4346912,55878,True,chromosome
30,50830,1,4346912,50830,True,chromosome
31,50276,1,4346912,50276,True,chromosome
32,49174,1,4346912,49174,True,chromosome
33,47881,1,4346912,47881,True,chromosome
34,44473,1,4346912,44473,True,chromosome
35,43948,2,754149,43948,True,plasmid
36,41356,1,4346912,41356,True,chromosome
37,37106,1,4346912,37106,True,chromosome
38,35104,1,4346912,35104,True,chromosome
39,34010,4,68491,34010,True,plasmid
40,32359,1,4346912,32359,True,chromosome
41,28412,1,4346912,28412,True,chromosome
42,27501,1,4346912,27501,True,chromosome
43,26552,1,4346912,26552,True,chromosome
44,25907,1,4346912,25907,True,chromosome
45,25791,1,4346912,25791,True,chromosome
46,23678,1,4346912,23678,True,chromosome
47,21310,1,4346912,21310,True,chromosome
48,19617,1,4346912,19617,True,chromosome
49,19424,1,4346912,19424,True,chromosome
50,18432,1,4346912,18432,True,chromosome
51,16077,1,4346912,15052,True,chromosome
52,15665,1,4346912,15665,True,chromosome
53,15577,1,4346912,15577,True,chromosome
54,15449,1,4346912,15449,True,chromosome
55,15311,1,4346912,15311,True,chromosome
56,15077,1,4346912,15077,True,chromosome
57,14748,1,4346912,14748,True,chromosome
58,14688,1,4346912,14688,True,chromosome
59,13786,1,4346912,13786,True,chromosome
60,13032,1,4346912,13032,True,chromosome
61,12849,1,4346912,12849,True,chromosome
62,12792,1,4346912,12792,True,chromosome
63,11413,1,4346912,11413,True,chromosome
64,10371,2,754149,10371,True,plasmid
65,9990,1,4346912,9990,True,chromosome
66,9963,1,4346912,9963,True,chromosome
67,9128,1,4346912,9128,True,chromosome
68,8577,1,4346912,8577,True,chromosome
69,8143,5,33130,8143,True,plasmid
70,7892,4,68491,7892,True,plasmid
71,6284,1,4346912,6284,True,chromosome
72,6039,4,68491,3627,True,plasmid
73,5849,1,4346912,5849,True,chromosome
74,5651,1,4346912,5651,True,chromosome
75,5550,1,4346912,5550,True,chromosome
76,5452,2,754149,5452,True,plasmid
77,5387,5,33130,5387,True,plasmid
78,5298,1,4346912,5298,True,chromosome
79,4982,1,4346912,4982,True,chromosome
80,4738,5,33130,4738,True,plasmid
81,4544,1,4346912,4544,True,chromosome
82,4160,2,754149,4160,True,plasmid
83,4107,3,74587,4107,True,plasmid
84,4037,1,4346912,4037,True,chromosome
85,3544,1,4346912,3544,True,chromosome
86,3405,5,33130,1965,True,plasmid
87,3141,1,4346912,3141,True,chromosome
88,3017,1,4346912,3017,True,chromosome
89,3002,2,754149,3002,True,plasmid
