short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,419359,1,4973718,419359,True,chromosome
2,358823,1,4973718,358823,True,chromosome
3,356560,1,4973718,356560,True,chromosome
4,341101,1,4973718,341101,True,chromosome
5,299604,1,4973718,299604,True,chromosome
6,293821,1,4973718,293821,True,chromosome
7,248243,1,4973718,248243,True,chromosome
8,240054,1,4973718,240054,True,chromosome
9,205716,1,4973718,205716,True,chromosome
10,203963,1,4973718,203963,True,chromosome
11,202008,1,4973718,202008,True,chromosome
12,174995,1,4973718,174995,True,chromosome
13,138429,1,4973718,138429,True,chromosome
14,129623,1,4973718,64969,True,chromosome
15,123575,1,4973718,123575,True,chromosome
16,118676,1,4973718,118676,True,chromosome
17,111859,1,4973718,111859,True,chromosome
18,111485,1,4973718,111485,True,chromosome
19,91030,1,4973718,91030,True,chromosome
20,88899,3,93415,79288,True,plasmid
21,84393,1,4973718,84393,True,chromosome
22,75094,1,4973718,75094,True,chromosome
23,73818,2,129449,73818,True,plasmid
24,73728,1,4973718,73728,True,chromosome
25,71496,1,4973718,71496,True,chromosome
26,68618,1,4973718,68618,True,chromosome
27,58717,1,4973718,58717,True,chromosome
28,53029,1,4973718,53029,True,chromosome
29,40860,1,4973718,40860,True,chromosome
30,38481,4,38481,38481,True,plasmid
31,37144,1,4973718,37144,True,chromosome
32,35786,1,4973718,35786,True,chromosome
33,33825,1,4973718,33825,True,chromosome
34,33805,1,4973718,33805,True,chromosome
35,29868,1,4973718,29868,True,chromosome
36,19155,2,129449,19155,True,plasmid
37,17165,2,129449,9157,True,plasmid
38,15605,1,4973718,15605,True,chromosome
39,10301,1,4973718,10301,True,chromosome
40,8993,1,4973718,8993,True,chromosome
41,6635,2,129449,6635,True,plasmid
42,4671,5,4671,4671,True,plasmid
43,3158,3,93415,3158,True,plasmid
44,2971,1,4973718,2971,True,chromosome
45,2862,2,129449,2862,True,plasmid
46,2628,1,4973718,2628,True,chromosome
47,2254,2,129449,2254,True,plasmid
48,1984,1,4973718,1984,True,chromosome
49,1512,2,129449,1512,True,plasmid
50,1459,1,4973718,1459,True,chromosome
51,1221,1,4973718,1221,True,chromosome
52,973,1,4973718,973,True,chromosome
53,924,2,129449,924,True,plasmid
54,905,1,4973718,905,True,chromosome
55,834,1,4973718,834,True,chromosome
56,827,1,4973718,827,True,chromosome
57,824,1,4973718,824,True,chromosome
58,716,1,4973718,716,True,chromosome
59,679,3,93415,679,True,plasmid
60,591,1,4973718,591,True,chromosome
61,586,1,4973718,586,True,chromosome
62,582,1,4973718,582,True,chromosome
63,555,1,4973718,555,True,chromosome
64,507,2,129449,507,True,plasmid
65,505,1,4973718,505,True,chromosome
66,442,1,4973718,442,True,chromosome
67,375,1,4973718,375,True,chromosome
68,309,1,4973718,309,True,chromosome
69,294,1,4973718,294,True,chromosome
70,285,1,4973718,285,True,chromosome
71,281,1,4973718,281,True,chromosome
72,281,1,4973718,281,True,chromosome
73,274,2,129449,274,True,plasmid
74,262,1,4973718,262,True,chromosome
75,262,1,4973718,262,True,chromosome
76,248,2,129449,248,True,plasmid
77,243,1,4973718,243,True,chromosome
78,225,1,4973718,225,True,chromosome
79,217,1,4973718,217,True,chromosome
80,193,1,4973718,193,True,chromosome
81,184,2,129449,184,True,plasmid
82,183,1,4973718,183,True,chromosome
83,180,2,129449,180,True,plasmid
84,178,1,4973718,178,True,chromosome
85,178,1,4973718,178,True,chromosome
86,170,1,4973718,170,True,chromosome
87,169,1,4973718,169,True,chromosome
88,163,2,129449,163,True,plasmid
89,146,2,129449,146,True,plasmid
90,142,2,129449,142,True,plasmid
91,125,2,129449,125,True,plasmid
92,121,1,4973718,121,True,chromosome
93,120,1,4973718,120,True,chromosome
94,118,1,4973718,118,True,chromosome
95,117,2,129449,117,True,plasmid
96,117,2,129449,117,True,plasmid
97,114,1,4973718,114,True,chromosome
