short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,410237,1,2502502,410237,True,chromosome
2,324677,1,2502502,324677,True,chromosome
3,270441,1,2502502,270441,True,chromosome
4,203712,1,2502502,148531,True,chromosome
5,172953,1,2502502,172953,True,chromosome
6,170214,1,2502502,170214,True,chromosome
7,143300,1,2502502,143300,True,chromosome
8,126242,1,2502502,126242,True,chromosome
9,114475,1,2502502,114475,True,chromosome
10,99169,1,2502502,99169,True,chromosome
11,82673,1,2502502,82673,True,chromosome
12,77707,1,2502502,77707,True,chromosome
13,75105,1,2502502,75105,True,chromosome
14,42802,1,2502502,42802,True,chromosome
15,40381,1,2502502,40381,True,chromosome
16,37174,1,2502502,37174,True,chromosome
17,27229,1,2502502,27229,True,chromosome
18,8410,1,2502502,8410,True,chromosome
19,6934,1,2502502,6934,True,chromosome
20,4925,1,2502502,4925,True,chromosome
21,3607,1,2502502,3607,True,chromosome
22,2872,1,2502502,2872,True,chromosome
23,1636,1,2502502,1636,True,chromosome
24,728,1,2502502,728,True,chromosome
25,596,1,2502502,596,True,chromosome
26,540,1,2502502,540,True,chromosome
27,506,1,2502502,506,True,chromosome
28,499,1,2502502,499,True,chromosome
29,498,1,2502502,498,True,chromosome
30,498,1,2502502,498,True,chromosome
31,475,1,2502502,475,True,chromosome
32,475,1,2502502,475,True,chromosome
33,351,1,2502502,351,True,chromosome
34,315,1,2502502,315,True,chromosome
35,284,1,2502502,284,True,chromosome
36,279,1,2502502,279,True,chromosome
37,254,1,2502502,254,True,chromosome
38,249,1,2502502,249,True,chromosome
39,238,1,2502502,238,True,chromosome
40,218,1,2502502,218,True,chromosome
41,214,1,2502502,214,True,chromosome
42,195,1,2502502,195,True,chromosome
43,194,1,2502502,194,True,chromosome
44,193,1,2502502,193,True,chromosome
45,190,1,2502502,190,True,chromosome
46,182,1,2502502,182,True,chromosome
47,178,1,2502502,178,True,chromosome
48,177,1,2502502,177,True,chromosome
49,176,1,2502502,176,True,chromosome
50,167,1,2502502,167,True,chromosome
51,160,1,2502502,160,True,chromosome
52,158,1,2502502,158,True,chromosome
53,142,1,2502502,142,True,chromosome
54,141,1,2502502,141,True,chromosome
55,120,1,2502502,120,True,chromosome
56,118,1,2502502,118,True,chromosome
57,111,1,2502502,111,True,chromosome
58,102,1,2502502,102,True,chromosome
