short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,203582,1,2682566,203582,True,chromosome
2,152013,1,2682566,152013,True,chromosome
3,134247,1,2682566,116314,True,chromosome
4,118366,1,2682566,118366,True,chromosome
5,99904,1,2682566,99904,True,chromosome
6,98965,1,2682566,98965,True,chromosome
7,95813,1,2682566,95813,True,chromosome
8,91622,1,2682566,91622,True,chromosome
9,91405,1,2682566,91405,True,chromosome
10,76942,1,2682566,76942,True,chromosome
11,76448,1,2682566,76448,True,chromosome
12,69454,1,2682566,69454,True,chromosome
13,61538,1,2682566,61538,True,chromosome
14,59247,1,2682566,59247,True,chromosome
15,56707,1,2682566,56707,True,chromosome
16,56352,1,2682566,56352,True,chromosome
17,47464,1,2682566,47464,True,chromosome
18,45866,1,2682566,45866,True,chromosome
19,43369,1,2682566,43369,True,chromosome
20,40380,1,2682566,40380,True,chromosome
21,38241,1,2682566,38241,True,chromosome
22,36554,1,2682566,36554,True,chromosome
23,32538,1,2682566,32538,True,chromosome
24,31128,1,2682566,31128,True,chromosome
25,31125,1,2682566,31125,True,chromosome
26,31074,1,2682566,31074,True,chromosome
27,29110,1,2682566,29110,True,chromosome
28,28146,1,2682566,28146,True,chromosome
29,27914,1,2682566,27914,True,chromosome
30,27172,1,2682566,27172,True,chromosome
31,26002,1,2682566,26002,True,chromosome
32,24582,1,2682566,24582,True,chromosome
33,24441,1,2682566,24441,True,chromosome
34,22552,1,2682566,22552,True,chromosome
35,22330,1,2682566,22330,True,chromosome
36,21103,1,2682566,21103,True,chromosome
37,20666,1,2682566,20666,True,chromosome
38,20035,1,2682566,20035,True,chromosome
39,19732,1,2682566,19732,True,chromosome
40,18898,1,2682566,18898,True,chromosome
41,18304,2,156400,18304,True,plasmid
42,17183,1,2682566,17183,True,chromosome
43,17063,1,2682566,17063,True,chromosome
44,16709,2,156400,14352,True,plasmid
45,15862,1,2682566,15862,True,chromosome
46,15252,1,2682566,15252,True,chromosome
47,14304,1,2682566,14304,True,chromosome
48,13951,1,2682566,13951,True,chromosome
49,13710,1,2682566,13710,True,chromosome
50,13607,1,2682566,13607,True,chromosome
51,13320,3,88799,13320,True,plasmid
52,13151,1,2682566,13151,True,chromosome
53,13089,1,2682566,13089,True,chromosome
54,10666,2,156400,10666,True,plasmid
55,10514,1,2682566,10514,True,chromosome
56,9899,1,2682566,9899,True,chromosome
57,9453,2,156400,9453,True,plasmid
58,9343,1,2682566,9343,True,chromosome
59,9323,1,2682566,9323,True,chromosome
60,9159,2,156400,9159,True,plasmid
61,9041,1,2682566,9041,True,chromosome
62,8559,3,88799,8559,True,plasmid
63,8558,2,156400,8558,True,plasmid
64,8494,3,88799,8494,True,plasmid
65,8455,1,2682566,8455,True,chromosome
66,8422,1,2682566,8422,True,chromosome
67,8232,1,2682566,8232,True,chromosome
68,7845,1,2682566,7845,True,chromosome
69,7829,2,156400,7829,True,plasmid
70,7602,1,2682566,7602,True,chromosome
71,7464,3,88799,7464,True,plasmid
72,6646,2,156400,6646,True,plasmid
73,6556,3,88799,6556,True,plasmid
74,6435,3,88799,4453,True,plasmid
75,6285,4,22271,6285,True,plasmid
76,6138,2,156400,6138,True,plasmid
77,6112,2,156400,4700,True,plasmid
78,6075,3,88799,5169,True,plasmid
79,5885,1,2682566,5885,True,chromosome
80,5758,1,2682566,5758,True,chromosome
81,5730,1,2682566,5730,True,chromosome
82,5449,1,2682566,5449,True,chromosome
83,5201,7,5201,5201,True,plasmid
84,5033,2,156400,5033,True,plasmid
85,4931,2,156400,4931,True,plasmid
86,4760,2,156400,4760,True,plasmid
87,4570,5,6303,4570,True,plasmid
88,4466,8,4466,4466,True,plasmid
89,4362,6,6096,4362,True,plasmid
90,4158,1,2682566,4158,True,chromosome
91,3853,9,4372,3853,True,plasmid
92,3837,10,3837,3837,True,plasmid
93,3575,3,88799,3575,True,plasmid
94,3136,1,2682566,3136,True,chromosome
95,3128,11,3647,3128,True,plasmid
96,2826,2,156400,2826,True,plasmid
97,2545,3,88799,2545,True,plasmid
98,2517,1,2682566,2517,True,chromosome
99,2354,4,22271,2354,True,plasmid
100,2345,1,2682566,2345,True,chromosome
101,2097,4,22271,2097,True,plasmid
102,2054,4,22271,2054,True,plasmid
103,2006,2,156400,2006,True,plasmid
104,1963,1,2682566,1963,True,chromosome
105,1932,12,1932,1932,True,plasmid
106,1924,2,156400,1924,True,plasmid
107,1918,4,22271,1918,True,plasmid
108,1781,NA,NA,1781,NA,ambiguous
109,1696,2,156400,1696,True,plasmid
110,1687,3,88799,1687,True,plasmid
111,1662,3,88799,1662,True,plasmid
112,1514,1,2682566,1514,True,chromosome
113,1466,NA,NA,1466,NA,ambiguous
114,1463,1,2682566,1463,True,chromosome
115,1460,1,2682566,1460,True,chromosome
116,1440,3,88799,1440,True,plasmid
117,1431,1,2682566,1431,True,chromosome
118,1426,1,2682566,1426,True,chromosome
119,1392,3,88799,1392,True,plasmid
120,1383,1,2682566,1383,True,chromosome
121,1374,NA,NA,1374,NA,ambiguous
122,1346,1,2682566,1346,True,chromosome
123,1299,1,2682566,1299,True,chromosome
124,1284,NA,NA,1284,NA,ambiguous
125,1263,4,22271,1263,True,plasmid
126,1188,6,6096,1188,True,plasmid
127,1146,1,2682566,1146,True,chromosome
128,1103,1,2682566,1103,True,chromosome
129,1067,1,2682566,1067,True,chromosome
130,965,3,88799,965,True,plasmid
131,912,1,2682566,912,True,chromosome
132,898,3,88799,898,True,plasmid
133,892,NA,NA,892,NA,ambiguous
134,865,2,156400,865,True,plasmid
135,854,NA,NA,854,NA,ambiguous
136,853,NA,NA,853,NA,ambiguous
137,824,NA,NA,824,NA,ambiguous
138,818,1,2682566,818,True,chromosome
139,803,1,2682566,803,True,chromosome
140,795,1,2682566,795,True,chromosome
141,776,1,2682566,776,True,chromosome
142,715,3,88799,715,True,plasmid
143,704,3,88799,704,True,plasmid
144,702,2,156400,702,True,plasmid
145,698,1,2682566,698,True,chromosome
146,670,2,156400,670,True,plasmid
147,670,3,88799,670,True,plasmid
148,641,2,156400,641,True,plasmid
149,624,2,156400,624,True,plasmid
150,611,1,2682566,611,True,chromosome
151,595,2,156400,595,True,plasmid
152,585,1,2682566,585,True,chromosome
153,583,2,156400,583,True,plasmid
154,583,3,88799,583,True,plasmid
155,580,2,156400,580,True,plasmid
156,552,NA,NA,552,NA,ambiguous
157,541,2,156400,541,True,plasmid
158,529,NA,NA,529,NA,ambiguous
159,518,NA,NA,518,NA,ambiguous
160,516,1,2682566,516,True,chromosome
161,504,1,2682566,504,True,chromosome
162,455,NA,NA,455,NA,ambiguous
163,440,NA,NA,440,NA,ambiguous
164,431,1,2682566,431,True,chromosome
165,418,2,156400,418,True,plasmid
166,410,2,156400,410,True,plasmid
167,383,1,2682566,383,True,chromosome
168,372,2,156400,372,True,plasmid
169,372,3,88799,372,True,plasmid
170,366,3,88799,366,True,plasmid
171,365,NA,NA,365,NA,ambiguous
172,357,NA,NA,357,NA,ambiguous
173,356,NA,NA,356,NA,ambiguous
174,341,1,2682566,341,True,chromosome
175,331,2,156400,331,True,plasmid
176,312,NA,NA,312,NA,ambiguous
177,306,NA,NA,306,NA,ambiguous
178,302,2,156400,302,True,plasmid
179,302,3,88799,302,True,plasmid
180,279,1,2682566,279,True,chromosome
181,273,2,156400,273,True,plasmid
182,273,3,88799,273,True,plasmid
183,271,3,88799,271,True,plasmid
184,271,2,156400,271,True,plasmid
185,269,11,3647,269,True,plasmid
186,262,1,2682566,262,True,chromosome
187,251,NA,NA,251,NA,ambiguous
188,250,1,2682566,250,True,chromosome
189,249,11,3647,249,True,plasmid
190,235,1,2682566,235,True,chromosome
191,231,5,6303,231,True,plasmid
192,225,2,156400,225,True,plasmid
193,225,3,88799,225,True,plasmid
194,223,1,2682566,223,True,chromosome
195,218,1,2682566,218,True,chromosome
196,209,2,156400,209,True,plasmid
197,194,1,2682566,194,True,chromosome
198,185,1,2682566,185,True,chromosome
199,185,1,2682566,185,True,chromosome
200,178,1,2682566,178,True,chromosome
201,176,1,2682566,176,True,chromosome
202,176,3,88799,176,True,plasmid
203,175,6,6096,175,True,plasmid
204,173,2,156400,173,True,plasmid
205,162,1,2682566,162,True,chromosome
206,161,1,2682566,161,True,chromosome
207,160,3,88799,160,True,plasmid
208,153,1,2682566,153,True,chromosome
209,152,3,88799,152,True,plasmid
210,145,2,156400,145,True,plasmid
211,144,1,2682566,144,True,chromosome
212,143,1,2682566,143,True,chromosome
213,143,1,2682566,143,True,chromosome
214,140,2,156400,140,True,plasmid
215,140,NA,NA,140,NA,ambiguous
216,138,3,88799,138,True,plasmid
217,137,NA,NA,137,NA,ambiguous
218,131,1,2682566,131,True,chromosome
219,128,NA,NA,128,NA,ambiguous
220,123,NA,NA,123,NA,ambiguous
221,114,1,2682566,114,True,chromosome
222,113,1,2682566,113,True,chromosome
223,105,NA,NA,105,NA,ambiguous
224,102,NA,NA,102,NA,ambiguous
225,102,NA,NA,102,NA,ambiguous
226,102,4,22271,102,True,plasmid
