short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,729093,1,6014940,729093,True,chromosome
2,501725,1,6014940,501725,True,chromosome
3,397696,1,6014940,397696,True,chromosome
4,348200,1,6014940,348200,True,chromosome
5,346485,1,6014940,346485,True,chromosome
6,295576,1,6014940,295576,True,chromosome
7,270432,1,6014940,270432,True,chromosome
8,256936,1,6014940,256936,True,chromosome
9,224612,1,6014940,224612,True,chromosome
10,203263,1,6014940,203263,True,chromosome
11,197432,1,6014940,197432,True,chromosome
12,182851,1,6014940,182851,True,chromosome
13,159081,1,6014940,159081,True,chromosome
14,158775,1,6014940,158775,True,chromosome
15,151719,2,218499,93109,True,plasmid
16,145746,1,6014940,145746,True,chromosome
17,142555,1,6014940,142555,True,chromosome
18,133706,1,6014940,133706,True,chromosome
19,124946,1,6014940,124946,True,chromosome
20,124878,1,6014940,124878,True,chromosome
21,101540,1,6014940,73128,True,chromosome
22,96717,1,6014940,96717,True,chromosome
23,92445,1,6014940,92445,True,chromosome
24,79676,1,6014940,79676,True,chromosome
25,76733,1,6014940,76733,True,chromosome
26,66433,1,6014940,66433,True,chromosome
27,63064,1,6014940,63064,True,chromosome
28,60155,1,6014940,60155,True,chromosome
29,52525,1,6014940,52525,True,chromosome
30,52028,1,6014940,52028,True,chromosome
31,48015,1,6014940,48015,True,chromosome
32,42126,1,6014940,42126,True,chromosome
33,30654,2,218499,30654,True,plasmid
34,28536,1,6014940,28536,True,chromosome
35,26021,1,6014940,26021,True,chromosome
36,23058,1,6014940,23058,True,chromosome
37,14726,1,6014940,14726,True,chromosome
38,12189,2,218499,12189,True,plasmid
39,12113,1,6014940,12113,True,chromosome
40,10292,1,6014940,10292,True,chromosome
41,5632,1,6014940,5632,True,chromosome
42,4816,2,218499,4816,True,plasmid
43,4386,2,218499,4386,True,plasmid
44,4160,1,6014940,4160,True,chromosome
45,4048,1,6014940,4048,True,chromosome
46,3862,3,7563,3862,True,plasmid
47,3699,1,6014940,3699,True,chromosome
48,2258,1,6014940,2258,True,chromosome
49,2149,1,6014940,2149,True,chromosome
50,1957,2,218499,1957,True,plasmid
51,1793,1,6014940,1793,True,chromosome
52,1560,2,218499,1560,True,plasmid
53,1270,2,218499,1270,True,plasmid
54,1249,1,6014940,1249,True,chromosome
55,1194,1,6014940,1194,True,chromosome
56,1183,1,6014940,1183,True,chromosome
57,1180,1,6014940,1180,True,chromosome
58,1090,1,6014940,1090,True,chromosome
59,1084,2,218499,1084,True,plasmid
60,1047,2,218499,1047,True,plasmid
61,1040,2,218499,1040,True,plasmid
62,1013,1,6014940,1013,True,chromosome
63,879,1,6014940,879,True,chromosome
64,847,1,6014940,847,True,chromosome
65,838,1,6014940,838,True,chromosome
66,838,1,6014940,838,True,chromosome
67,813,1,6014940,813,True,chromosome
68,799,1,6014940,799,True,chromosome
69,772,2,218499,772,True,plasmid
70,743,1,6014940,743,True,chromosome
71,683,1,6014940,683,True,chromosome
72,650,1,6014940,650,True,chromosome
73,650,1,6014940,650,True,chromosome
74,648,1,6014940,648,True,chromosome
75,612,2,218499,612,True,plasmid
76,603,1,6014940,603,True,chromosome
77,581,1,6014940,581,True,chromosome
78,562,1,6014940,562,True,chromosome
79,547,1,6014940,547,True,chromosome
80,532,1,6014940,532,True,chromosome
81,532,1,6014940,532,True,chromosome
82,481,1,6014940,481,True,chromosome
83,481,1,6014940,481,True,chromosome
84,469,1,6014940,469,True,chromosome
85,403,1,6014940,403,True,chromosome
86,400,1,6014940,400,True,chromosome
87,371,1,6014940,371,True,chromosome
88,365,2,218499,365,True,plasmid
89,356,1,6014940,356,True,chromosome
90,356,1,6014940,356,True,chromosome
91,355,1,6014940,355,True,chromosome
92,354,1,6014940,354,True,chromosome
93,347,1,6014940,347,True,chromosome
94,315,1,6014940,315,True,chromosome
95,315,1,6014940,315,True,chromosome
96,306,1,6014940,306,True,chromosome
97,306,1,6014940,306,True,chromosome
98,304,2,218499,304,True,plasmid
99,295,1,6014940,295,True,chromosome
100,292,1,6014940,292,True,chromosome
101,275,1,6014940,275,True,chromosome
102,260,1,6014940,260,True,chromosome
103,251,1,6014940,251,True,chromosome
104,242,1,6014940,242,True,chromosome
105,242,1,6014940,242,True,chromosome
106,234,1,6014940,234,True,chromosome
107,227,1,6014940,227,True,chromosome
108,225,1,6014940,225,True,chromosome
109,218,1,6014940,218,True,chromosome
110,218,1,6014940,218,True,chromosome
111,213,1,6014940,213,True,chromosome
112,210,1,6014940,210,True,chromosome
113,206,2,218499,206,True,plasmid
114,206,1,6014940,206,True,chromosome
115,186,2,218499,186,True,plasmid
116,180,1,6014940,180,True,chromosome
117,176,1,6014940,176,True,chromosome
118,173,1,6014940,173,True,chromosome
119,173,1,6014940,173,True,chromosome
120,172,1,6014940,172,True,chromosome
121,171,1,6014940,171,True,chromosome
122,170,1,6014940,170,True,chromosome
123,170,1,6014940,170,True,chromosome
124,167,1,6014940,167,True,chromosome
125,161,1,6014940,161,True,chromosome
126,157,2,218499,157,True,plasmid
127,155,1,6014940,155,True,chromosome
128,152,1,6014940,152,True,chromosome
129,151,1,6014940,151,True,chromosome
130,151,1,6014940,151,True,chromosome
131,150,1,6014940,150,True,chromosome
