short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,848819,1,4773875,848819,True,chromosome
2,657540,1,4773875,657540,True,chromosome
3,520576,1,4773875,520576,True,chromosome
4,408981,1,4773875,360247,True,chromosome
5,277477,1,4773875,277429,True,chromosome
6,229387,1,4773875,229387,True,chromosome
7,223833,1,4773875,223833,True,chromosome
8,214993,1,4773875,214993,True,chromosome
9,200714,1,4773875,200714,True,chromosome
10,196850,1,4773875,196850,True,chromosome
11,169754,1,4773875,169754,True,chromosome
12,139983,1,4773875,139983,True,chromosome
13,134406,1,4773875,134406,True,chromosome
14,121949,1,4773875,121949,True,chromosome
15,99004,1,4773875,99004,True,chromosome
16,83617,1,4773875,83617,True,chromosome
17,74141,1,4773875,74141,True,chromosome
18,30943,1,4773875,30943,True,chromosome
19,26118,1,4773875,26118,True,chromosome
20,20405,1,4773875,20405,True,chromosome
21,12676,1,4773875,12621,True,chromosome
22,8971,1,4773875,8971,True,chromosome
23,5393,1,4773875,5393,True,chromosome
24,4104,1,4773875,4104,True,chromosome
25,2838,1,4773875,2838,True,chromosome
26,2077,2,3249,2077,True,plasmid
27,1907,3,3090,1907,True,plasmid
28,1674,1,4773875,1674,True,chromosome
29,1060,1,4773875,1060,True,chromosome
30,884,1,4773875,884,True,chromosome
31,830,1,4773875,830,True,chromosome
32,787,1,4773875,787,True,chromosome
33,705,1,4773875,705,True,chromosome
34,528,1,4773875,528,True,chromosome
35,464,3,3090,464,True,plasmid
36,453,2,3249,453,True,plasmid
37,399,1,4773875,399,True,chromosome
38,391,1,4773875,391,True,chromosome
39,367,1,4773875,367,True,chromosome
40,367,1,4773875,367,True,chromosome
41,362,3,3090,362,True,plasmid
42,357,3,3090,357,True,plasmid
43,345,1,4773875,345,True,chromosome
44,304,1,4773875,304,True,chromosome
45,304,1,4773875,304,True,chromosome
46,295,1,4773875,295,True,chromosome
47,247,1,4773875,247,True,chromosome
48,223,1,4773875,223,True,chromosome
49,222,1,4773875,222,True,chromosome
50,214,1,4773875,214,True,chromosome
51,214,1,4773875,214,True,chromosome
52,194,1,4773875,194,True,chromosome
53,170,1,4773875,170,True,chromosome
54,170,1,4773875,170,True,chromosome
55,169,1,4773875,169,True,chromosome
56,148,1,4773875,148,True,chromosome
57,147,1,4773875,147,True,chromosome
58,139,1,4773875,139,True,chromosome
59,139,1,4773875,139,True,chromosome
60,131,1,4773875,131,True,chromosome
61,130,1,4773875,130,True,chromosome
62,130,1,4773875,130,True,chromosome
63,121,1,4773875,121,True,chromosome
64,117,1,4773875,117,True,chromosome
65,116,1,4773875,116,True,chromosome
66,113,1,4773875,113,True,chromosome
67,110,1,4773875,110,True,chromosome
