short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,1275408,2,1747429,1275408,True,chromosome
2,854703,1,3263542,854703,False,chromosome
3,466365,2,1747429,466290,True,chromosome
4,409184,1,3263542,409184,False,chromosome
5,403563,1,3263542,403563,False,chromosome
6,358902,1,3263542,358902,False,chromosome
7,251861,1,3263542,251861,False,chromosome
8,195577,1,3263542,195577,False,chromosome
9,174456,1,3263542,174456,False,chromosome
10,150432,1,3263542,150432,False,chromosome
11,123973,1,3263542,123973,False,chromosome
12,81612,1,3263542,81612,False,chromosome
13,63366,1,3263542,63366,False,chromosome
14,53956,1,3263542,53956,False,chromosome
15,38890,3,49878,38890,True,plasmid
16,35886,1,3263542,35886,False,chromosome
17,20869,1,3263542,20869,False,chromosome
18,10007,1,3263542,10007,False,chromosome
19,9616,1,3263542,9616,False,chromosome
20,2658,1,3263542,2658,False,chromosome
21,2545,1,3263542,2545,False,chromosome
22,1817,1,3263542,1817,False,chromosome
23,1723,1,3263542,1723,False,chromosome
24,1663,1,3263542,1663,False,chromosome
25,1497,4,1497,1497,False,no_label
26,1456,NA,NA,1456,NA,ambiguous
27,1172,NA,NA,1172,NA,ambiguous
28,1010,1,3263542,1010,False,chromosome
29,769,1,3263542,769,False,chromosome
30,653,1,3263542,653,False,chromosome
31,588,1,3263542,588,False,chromosome
32,568,1,3263542,568,False,chromosome
33,553,1,3263542,553,False,chromosome
34,528,1,3263542,528,False,chromosome
35,511,1,3263542,511,False,chromosome
36,439,1,3263542,439,False,chromosome
37,382,1,3263542,382,False,chromosome
38,296,NA,NA,296,NA,ambiguous
39,273,1,3263542,273,False,chromosome
40,265,1,3263542,265,False,chromosome
41,245,NA,NA,245,NA,ambiguous
42,229,1,3263542,229,False,chromosome
43,220,1,3263542,220,False,chromosome
44,219,1,3263542,219,False,chromosome
45,205,NA,NA,205,NA,ambiguous
46,200,1,3263542,200,False,chromosome
47,181,1,3263542,181,False,chromosome
48,177,1,3263542,177,False,chromosome
49,173,1,3263542,173,False,chromosome
50,172,1,3263542,172,False,chromosome
51,172,1,3263542,172,False,chromosome
52,161,8,161,161,False,no_label
53,161,1,3263542,161,False,chromosome
54,153,NA,NA,153,NA,ambiguous
55,146,1,3263542,146,False,chromosome
56,140,1,3263542,140,False,chromosome
57,137,1,3263542,137,False,chromosome
58,135,1,3263542,135,False,chromosome
59,131,1,3263542,131,False,chromosome
60,131,NA,NA,131,NA,ambiguous
61,130,1,3263542,130,False,chromosome
62,129,1,3263542,129,False,chromosome
63,127,1,3263542,127,False,chromosome
64,120,1,3263542,120,False,chromosome
65,119,3,49878,119,True,plasmid
66,115,NA,NA,115,NA,ambiguous
67,113,9,113,113,False,no_label
68,111,NA,NA,111,NA,ambiguous
