short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,744626,1,3316119,744626,True,chromosome
2,580072,2,1887872,461533,True,chromosome
3,542542,1,3316119,542542,True,chromosome
4,436381,1,3316119,436381,True,chromosome
5,288459,2,1887872,288459,True,chromosome
6,280522,2,1887872,280522,True,chromosome
7,257222,2,1887872,257222,True,chromosome
8,242569,2,1887872,242569,True,chromosome
9,203748,1,3316119,203748,True,chromosome
10,176762,1,3316119,176762,True,chromosome
11,174615,1,3316119,174615,True,chromosome
12,167506,1,3316119,167506,True,chromosome
13,105267,1,3316119,105267,True,chromosome
14,100385,1,3316119,100385,True,chromosome
15,88586,1,3316119,88586,True,chromosome
16,85287,2,1887872,85287,True,chromosome
17,82686,1,3316119,82686,True,chromosome
18,71201,1,3316119,45661,True,chromosome
19,66777,2,1887872,66776,True,chromosome
20,63450,1,3316119,63450,True,chromosome
21,54232,1,3316119,54232,True,chromosome
22,51448,1,3316119,51448,True,chromosome
23,50075,1,3316119,50075,True,chromosome
24,45177,2,1887872,45177,True,chromosome
25,35726,1,3316119,35726,True,chromosome
26,24574,1,3316119,24574,True,chromosome
27,22002,1,3316119,22002,True,chromosome
28,8744,1,3316119,8744,True,chromosome
29,8350,2,1887872,8350,True,chromosome
30,4542,1,3316119,4542,True,chromosome
31,3744,1,3316119,3744,True,chromosome
32,3002,2,1887872,3002,True,chromosome
33,2282,1,3316119,2282,True,chromosome
34,1869,2,1887872,1869,True,chromosome
35,1570,1,3316119,1570,True,chromosome
36,1529,1,3316119,1529,True,chromosome
37,1487,2,1887872,1487,True,chromosome
38,1370,2,1887872,1370,True,chromosome
39,1284,1,3316119,1284,True,chromosome
40,1165,1,3316119,1165,True,chromosome
41,1087,1,3316119,1087,True,chromosome
42,745,1,3316119,745,True,chromosome
43,693,1,3316119,693,True,chromosome
44,681,1,3316119,681,True,chromosome
45,631,1,3316119,631,True,chromosome
46,626,2,1887872,626,True,chromosome
47,626,1,3316119,626,True,chromosome
48,584,2,1887872,584,True,chromosome
49,425,1,3316119,425,True,chromosome
50,425,2,1887872,425,True,chromosome
51,422,2,1887872,422,True,chromosome
52,413,2,1887872,413,True,chromosome
53,392,1,3316119,392,True,chromosome
54,385,1,3316119,385,True,chromosome
55,363,1,3316119,363,True,chromosome
56,327,1,3316119,327,True,chromosome
57,324,1,3316119,324,True,chromosome
58,324,2,1887872,324,True,chromosome
59,324,1,3316119,324,True,chromosome
60,296,1,3316119,296,True,chromosome
61,295,2,1887872,295,True,chromosome
62,295,2,1887872,295,True,chromosome
63,291,1,3316119,291,True,chromosome
64,277,2,1887872,277,True,chromosome
65,277,1,3316119,277,True,chromosome
66,270,2,1887872,270,True,chromosome
67,267,1,3316119,267,True,chromosome
68,263,1,3316119,263,True,chromosome
69,258,1,3316119,258,True,chromosome
70,257,2,1887872,257,True,chromosome
71,257,1,3316119,257,True,chromosome
72,251,2,1887872,251,True,chromosome
73,249,2,1887872,249,True,chromosome
74,249,1,3316119,249,True,chromosome
75,248,1,3316119,248,True,chromosome
76,248,2,1887872,248,True,chromosome
77,245,2,1887872,245,True,chromosome
78,245,2,1887872,245,True,chromosome
79,240,1,3316119,240,True,chromosome
80,235,1,3316119,235,True,chromosome
81,214,1,3316119,214,True,chromosome
82,206,1,3316119,206,True,chromosome
83,204,1,3316119,204,True,chromosome
84,198,1,3316119,198,True,chromosome
85,194,1,3316119,194,True,chromosome
86,191,1,3316119,191,True,chromosome
87,185,1,3316119,185,True,chromosome
88,180,2,1887872,180,True,chromosome
89,178,2,1887872,178,True,chromosome
90,177,1,3316119,177,True,chromosome
91,170,1,3316119,170,True,chromosome
92,167,1,3316119,167,True,chromosome
93,163,1,3316119,163,True,chromosome
94,161,1,3316119,161,True,chromosome
95,157,1,3316119,157,True,chromosome
96,157,2,1887872,157,True,chromosome
97,152,1,3316119,152,True,chromosome
98,148,2,1887872,148,True,chromosome
99,148,1,3316119,148,True,chromosome
100,145,2,1887872,145,True,chromosome
101,145,1,3316119,145,True,chromosome
102,142,2,1887872,142,True,chromosome
103,142,1,3316119,142,True,chromosome
104,140,1,3316119,140,True,chromosome
105,140,1,3316119,140,True,chromosome
106,137,1,3316119,137,True,chromosome
107,135,1,3316119,135,True,chromosome
108,134,1,3316119,134,True,chromosome
109,132,1,3316119,132,True,chromosome
110,131,1,3316119,131,True,chromosome
111,127,2,1887872,127,True,chromosome
112,126,2,1887872,126,True,chromosome
113,125,2,1887872,125,True,chromosome
114,125,1,3316119,125,True,chromosome
115,125,2,1887872,125,True,chromosome
116,124,1,3316119,124,True,chromosome
117,123,1,3316119,123,True,chromosome
118,119,2,1887872,119,True,chromosome
119,118,2,1887872,118,True,chromosome
120,117,1,3316119,117,True,chromosome
121,116,2,1887872,116,True,chromosome
122,113,1,3316119,113,True,chromosome
123,113,2,1887872,113,True,chromosome
124,113,2,1887872,113,True,chromosome
125,110,2,1887872,110,True,chromosome
126,108,1,3316119,108,True,chromosome
127,108,1,3316119,108,True,chromosome
128,103,1,3316119,103,True,chromosome
129,101,1,3316119,101,True,chromosome
