short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,1305859,1,4755651,1305859,False,chromosome
2,766161,1,4755651,766161,False,chromosome
3,588568,1,4755651,588568,False,chromosome
4,510339,1,4755651,510339,False,chromosome
5,510113,1,4755651,510113,False,chromosome
6,262927,1,4755651,262927,False,chromosome
7,221343,2,344243,116810,True,plasmid
8,173887,1,4755651,173887,False,chromosome
9,171794,1,4755651,171794,False,chromosome
10,122854,1,4755651,122854,False,chromosome
11,122362,1,4755651,122362,False,chromosome
12,87879,3,87879,87879,False,no_label
13,82557,1,4755651,82557,False,chromosome
14,47657,2,344243,47657,True,plasmid
15,31750,1,4755651,31750,False,chromosome
16,31069,1,4755651,31069,False,chromosome
17,25455,2,344243,25455,True,plasmid
18,14384,2,344243,14384,True,plasmid
19,13624,2,344243,13624,True,plasmid
20,9493,NA,NA,9493,NA,ambiguous
21,5418,1,4755651,5418,False,chromosome
22,4435,1,4755651,4435,False,chromosome
23,4050,2,344243,4050,True,plasmid
24,4041,1,4755651,4041,False,chromosome
25,3299,2,344243,3299,True,plasmid
26,3298,1,4755651,3298,False,chromosome
27,2620,4,2620,2620,True,plasmid
28,1548,1,4755651,1548,False,chromosome
29,1199,1,4755651,1199,False,chromosome
30,1086,1,4755651,1086,False,chromosome
31,764,1,4755651,764,False,chromosome
32,701,1,4755651,701,False,chromosome
33,701,2,344243,701,True,plasmid
34,528,1,4755651,528,False,chromosome
35,528,2,344243,528,True,plasmid
36,400,5,400,400,False,no_label
37,398,2,344243,398,True,plasmid
38,320,NA,NA,320,NA,ambiguous
39,263,2,344243,263,True,plasmid
40,257,1,4755651,257,False,chromosome
41,230,7,230,230,False,no_label
42,227,NA,NA,227,NA,ambiguous
43,216,1,4755651,216,False,chromosome
44,208,1,4755651,208,False,chromosome
45,197,1,4755651,197,False,chromosome
46,194,1,4755651,194,False,chromosome
47,173,6,244,173,False,no_label
48,170,1,4755651,170,False,chromosome
49,166,1,4755651,166,False,chromosome
50,166,1,4755651,166,False,chromosome
51,165,8,165,165,False,no_label
52,150,1,4755651,150,False,chromosome
53,140,1,4755651,140,False,chromosome
54,140,1,4755651,140,False,chromosome
55,133,1,4755651,133,False,chromosome
56,132,1,4755651,132,False,chromosome
57,132,NA,NA,132,NA,ambiguous
58,131,NA,NA,131,NA,ambiguous
59,128,NA,NA,128,NA,ambiguous
60,124,1,4755651,124,False,chromosome
61,121,1,4755651,121,False,chromosome
