short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,94590,9,100472,40888,True,plasmid
2,79454,7,130355,79454,True,plasmid
3,50232,4,261178,50232,False,no_label
4,49044,14,49044,49044,True,plasmid
5,38405,17,38405,38405,False,no_label
6,36790,19,36790,36790,False,no_label
7,35619,1,2369844,35619,False,chromosome
8,35612,3,796285,35612,False,no_label
9,33894,12,56311,33894,False,no_label
10,32542,21,32542,32542,False,no_label
11,27932,3,796285,27932,False,no_label
12,26266,18,37196,26266,False,no_label
13,21158,12,56311,21158,False,no_label
14,21112,2,1069929,21112,False,chromosome
15,19716,2,1069929,19716,False,chromosome
16,18910,22,29909,18907,False,no_label
17,17103,7,130355,9157,True,plasmid
18,16203,7,130355,16203,True,plasmid
19,14093,5,169205,14093,False,no_label
20,13529,15,42680,13529,False,no_label
21,13365,1,2369844,13365,False,chromosome
22,12868,3,796285,12868,False,no_label
23,12513,11,64517,12513,False,no_label
24,12135,27,12135,12135,False,no_label
25,12016,20,34494,12016,False,no_label
26,11795,5,169205,11795,False,no_label
27,10834,18,37196,10834,False,no_label
28,10732,1,2369844,10732,False,chromosome
29,10653,28,10653,10653,False,no_label
30,9885,3,796285,9885,False,no_label
31,9521,3,796285,9521,False,no_label
32,9378,1,2369844,9378,False,chromosome
33,9336,1,2369844,9336,False,chromosome
34,9173,2,1069929,9173,False,chromosome
35,9008,22,29909,7658,False,no_label
36,8988,11,64517,8988,False,no_label
37,8785,8,107330,8785,False,no_label
38,8747,1,2369844,8747,False,chromosome
39,8608,15,42680,8608,False,no_label
40,8431,1,2369844,8431,False,chromosome
41,8383,1,2369844,8383,False,chromosome
42,8379,1,2369844,8379,False,chromosome
43,8228,23,16124,8228,False,no_label
44,8113,2,1069929,8113,False,chromosome
45,7911,29,7911,7911,False,no_label
46,7822,1,2369844,7822,False,chromosome
47,7652,1,2369844,7630,False,chromosome
48,7566,10,75333,6675,False,no_label
49,7369,1,2369844,7369,False,chromosome
50,7298,2,1069929,7298,False,chromosome
51,7251,1,2369844,7251,False,chromosome
52,7178,1,2369844,7178,False,chromosome
53,6992,3,796285,6992,False,no_label
54,6980,30,6980,6980,True,plasmid
55,6893,2,1069929,6893,False,chromosome
56,6879,31,6879,6879,False,no_label
57,6835,6,146575,6835,False,no_label
58,6505,5,169205,6505,False,no_label
59,6203,1,2369844,6203,False,chromosome
60,6176,1,2369844,6176,False,chromosome
61,6161,32,6161,6161,False,no_label
62,6123,5,169205,6123,False,no_label
63,6091,25,12691,6091,False,no_label
64,6058,33,6058,6058,False,no_label
65,6043,2,1069929,6043,False,chromosome
66,6010,1,2369844,6010,False,chromosome
67,5858,NA,NA,5858,NA,ambiguous
68,5734,1,2369844,5734,False,chromosome
69,5550,1,2369844,5550,False,chromosome
70,5497,1,2369844,5497,False,chromosome
71,5414,1,2369844,5414,False,chromosome
72,5363,2,1069929,5363,False,chromosome
73,5362,16,39099,5362,False,no_label
74,5349,2,1069929,5349,False,chromosome
75,5344,25,12691,5344,False,no_label
76,5280,1,2369844,5280,False,chromosome
77,5278,3,796285,5278,False,no_label
78,5261,7,130355,5261,True,plasmid
79,5185,1,2369844,5185,False,chromosome
80,5085,6,146575,5085,False,no_label
81,5075,1,2369844,5075,False,chromosome
82,5051,10,75333,5051,False,no_label
83,5039,2,1069929,5039,False,chromosome
84,5000,2,1069929,5000,False,chromosome
85,4961,1,2369844,4961,False,chromosome
86,4926,1,2369844,4926,False,chromosome
87,4811,1,2369844,4811,False,chromosome
88,4664,3,796285,4664,False,no_label
89,4662,2,1069929,4662,False,chromosome
90,4567,4,261178,4567,False,no_label
91,4549,8,107330,4549,False,no_label
92,4511,1,2369844,4511,False,chromosome
93,4496,1,2369844,4496,False,chromosome
94,4468,1,2369844,4468,False,chromosome
95,4433,35,4433,4433,False,no_label
96,4432,4,261178,4432,False,no_label
97,4427,3,796285,4427,False,no_label
98,4410,3,796285,4410,False,no_label
99,4388,1,2369844,4388,False,chromosome
100,4383,1,2369844,4383,False,chromosome
101,4325,1,2369844,4325,False,chromosome
102,4319,2,1069929,4319,False,chromosome
103,4276,1,2369844,4276,False,chromosome
104,4262,4,261178,4262,False,no_label
105,4231,1,2369844,4231,False,chromosome
106,4227,1,2369844,4227,False,chromosome
107,4215,2,1069929,4215,False,chromosome
108,4208,1,2369844,4208,False,chromosome
109,4167,3,796285,4167,False,no_label
110,4162,4,261178,4162,False,no_label
111,4128,2,1069929,4128,False,chromosome
112,4104,5,169205,4104,False,no_label
113,4100,3,796285,4100,False,no_label
114,4091,1,2369844,4091,False,chromosome
115,4079,2,1069929,4079,False,chromosome
116,4047,2,1069929,4047,False,chromosome
117,4033,11,64517,4033,False,no_label
118,4031,2,1069929,4031,False,chromosome
119,4019,4,261178,4019,False,no_label
120,4018,1,2369844,4018,False,chromosome
121,4003,1,2369844,4003,False,chromosome
122,3995,1,2369844,3995,False,chromosome
123,3984,13,49776,3984,False,no_label
124,3959,1,2369844,3959,False,chromosome
125,3949,16,39099,3949,False,no_label
126,3897,36,3897,3897,False,no_label
127,3853,1,2369844,3853,False,chromosome
128,3844,1,2369844,3844,False,chromosome
129,3838,2,1069929,3838,False,chromosome
130,3772,1,2369844,3772,False,chromosome
131,3772,1,2369844,3772,False,chromosome
132,3768,2,1069929,3768,False,chromosome
133,3760,3,796285,3760,False,no_label
134,3751,13,49776,3751,False,no_label
135,3697,2,1069929,3697,False,chromosome
136,3686,1,2369844,3686,False,chromosome
137,3683,24,13652,3683,False,no_label
138,3651,3,796285,3651,False,no_label
139,3645,2,1069929,3645,False,chromosome
140,3644,2,1069929,3644,False,chromosome
141,3637,1,2369844,3637,False,chromosome
142,3636,4,261178,3636,False,no_label
143,3628,8,107330,3628,False,no_label
144,3626,1,2369844,3626,False,chromosome
145,3624,13,49776,3624,False,no_label
146,3618,4,261178,3618,False,no_label
147,3612,1,2369844,3612,False,chromosome
148,3608,2,1069929,3608,False,chromosome
149,3584,3,796285,3584,False,no_label
150,3576,6,146575,3576,False,no_label
151,3574,2,1069929,3574,False,chromosome
152,3538,1,2369844,3538,False,chromosome
153,3538,16,39099,3538,False,no_label
154,3534,3,796285,3534,False,no_label
155,3509,1,2369844,3509,False,chromosome
156,3483,37,3483,3483,False,no_label
157,3476,1,2369844,3476,False,chromosome
158,3463,2,1069929,3463,False,chromosome
159,3445,1,2369844,3445,False,chromosome
160,3439,2,1069929,3439,False,chromosome
161,3439,1,2369844,3439,False,chromosome
162,3439,26,12562,3439,False,no_label
163,3431,2,1069929,3431,False,chromosome
164,3412,4,261178,3412,False,no_label
165,3403,1,2369844,3403,False,chromosome
166,3402,1,2369844,3402,False,chromosome
167,3399,2,1069929,3399,False,chromosome
168,3396,1,2369844,3396,False,chromosome
169,3394,2,1069929,3394,False,chromosome
170,3368,38,3368,3368,False,no_label
171,3366,4,261178,3366,False,no_label
