short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,516426,1,611529,516426,False,no_label
2,391878,2,587768,391878,False,no_label
3,203507,4,203556,203507,False,no_label
4,162785,2,587768,162785,False,no_label
5,161765,3,433594,161765,False,no_label
6,150451,6,150451,150451,False,no_label
7,146675,5,150651,146675,False,no_label
8,142371,3,433594,142371,False,no_label
9,133519,7,133519,133519,False,no_label
10,93034,1,611529,93034,False,no_label
11,82398,8,92677,82398,False,no_label
12,67222,9,67231,67222,False,no_label
13,61950,10,61950,61950,False,no_label
14,45598,11,45598,45598,False,no_label
15,40428,3,433594,40428,False,no_label
16,37467,3,433594,37467,False,no_label
17,30251,2,587768,30251,False,no_label
18,30136,3,433594,30136,False,no_label
19,25117,12,25117,25117,False,no_label
20,10679,3,433594,10679,False,no_label
21,8395,8,92677,8395,False,no_label
22,7162,13,7162,7162,False,no_label
23,3348,14,3348,3348,True,plasmid
24,3102,15,3102,3102,True,plasmid
25,3059,5,150651,3059,False,no_label
26,2558,16,2558,2558,False,no_label
27,1626,17,1626,1626,False,no_label
28,1228,18,1228,1228,False,no_label
29,1187,19,1187,1187,False,no_label
30,1056,20,1056,1056,False,no_label
31,1013,21,1013,1013,False,no_label
32,768,22,768,768,False,no_label
33,691,23,691,691,False,no_label
34,656,24,656,656,False,no_label
35,594,25,635,594,False,no_label
36,589,26,589,589,False,no_label
37,563,27,563,563,False,no_label
38,535,28,535,535,False,no_label
39,528,29,528,528,False,no_label
40,520,30,520,520,False,no_label
41,520,31,520,520,False,no_label
42,505,32,505,505,False,no_label
43,482,33,482,482,False,no_label
44,481,34,481,481,False,no_label
45,458,3,433594,458,False,no_label
46,444,1,611529,444,False,no_label
47,419,37,419,419,False,no_label
48,407,3,433594,407,False,no_label
49,391,2,587768,391,False,no_label
50,387,40,387,387,False,no_label
51,387,41,387,387,False,no_label
52,352,3,433594,352,False,no_label
53,347,42,347,347,False,no_label
54,340,5,150651,310,False,no_label
55,309,43,309,309,False,no_label
56,304,44,304,304,False,no_label
57,301,45,301,301,False,no_label
58,294,46,294,294,False,no_label
59,294,47,294,294,False,no_label
60,280,36,444,280,False,no_label
61,263,48,263,263,False,no_label
62,263,49,263,263,False,no_label
63,247,50,247,247,False,no_label
64,247,51,247,247,False,no_label
65,238,52,238,238,False,no_label
66,238,53,238,238,False,no_label
67,236,5,150651,228,False,no_label
68,213,1,611529,213,False,no_label
69,208,54,208,208,False,no_label
70,208,55,208,208,False,no_label
71,205,56,205,205,False,no_label
72,204,57,204,204,False,no_label
73,195,58,195,195,False,no_label
74,187,59,187,187,False,no_label
75,180,3,433594,180,False,no_label
76,176,61,176,176,False,no_label
77,172,5,150651,166,False,no_label
78,172,62,172,172,False,no_label
79,169,63,169,169,False,no_label
80,166,8,92677,166,False,no_label
81,165,3,433594,165,False,no_label
82,164,3,433594,164,False,no_label
83,159,65,159,159,False,no_label
84,157,66,157,157,False,no_label
85,152,68,152,152,False,no_label
86,151,67,154,151,False,no_label
87,140,5,150651,127,False,no_label
88,137,3,433594,137,False,no_label
89,137,70,137,137,False,no_label
90,136,71,136,136,False,no_label
91,135,72,135,135,False,no_label
92,128,1,611529,128,False,no_label
93,110,74,110,110,False,no_label
94,110,75,110,110,False,no_label
95,103,76,103,103,False,no_label
96,100,77,100,100,False,no_label
97,100,78,100,100,False,no_label
