short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,348080,1,4878321,348080,True,chromosome
2,270404,1,4878321,270404,True,chromosome
3,229911,1,4878321,229911,True,chromosome
4,179962,1,4878321,179962,True,chromosome
5,173127,1,4878321,115415,True,chromosome
6,169018,1,4878321,169018,True,chromosome
7,155191,1,4878321,155191,True,chromosome
8,151356,1,4878321,151309,True,chromosome
9,147297,1,4878321,147297,True,chromosome
10,146856,1,4878321,146856,True,chromosome
11,131271,1,4878321,131271,True,chromosome
12,131227,1,4878321,131227,True,chromosome
13,125207,1,4878321,125207,True,chromosome
14,112895,1,4878321,112895,True,chromosome
15,109311,1,4878321,109311,True,chromosome
16,106392,1,4878321,106392,True,chromosome
17,105551,1,4878321,105551,True,chromosome
18,105200,1,4878321,105200,True,chromosome
19,101540,1,4878321,101540,True,chromosome
20,93205,1,4878321,93205,True,chromosome
21,88890,1,4878321,88890,True,chromosome
22,87958,1,4878321,87958,True,chromosome
23,83092,1,4878321,83092,True,chromosome
24,81947,1,4878321,81947,True,chromosome
25,72097,1,4878321,72097,True,chromosome
26,66943,1,4878321,66943,True,chromosome
27,64827,1,4878321,64827,True,chromosome
28,61645,1,4878321,61645,True,chromosome
29,60442,1,4878321,60442,True,chromosome
30,59752,1,4878321,59752,True,chromosome
31,59011,1,4878321,59011,True,chromosome
32,58939,1,4878321,58910,True,chromosome
33,54252,1,4878321,54252,True,chromosome
34,54095,1,4878321,54095,True,chromosome
35,53799,1,4878321,53799,True,chromosome
36,51619,1,4878321,51619,True,chromosome
37,50490,1,4878321,50490,True,chromosome
38,45432,1,4878321,45429,True,chromosome
39,45208,1,4878321,45208,True,chromosome
40,43154,1,4878321,43154,True,chromosome
41,41604,1,4878321,41604,True,chromosome
42,41172,1,4878321,41172,True,chromosome
43,38229,1,4878321,38229,True,chromosome
44,37697,1,4878321,37697,True,chromosome
45,36904,1,4878321,36904,True,chromosome
46,30733,1,4878321,30733,True,chromosome
47,28382,3,41559,28382,False,no_label
48,27948,1,4878321,27948,True,chromosome
49,27152,1,4878321,27152,True,chromosome
50,24484,1,4878321,24484,True,chromosome
51,22698,1,4878321,13328,True,chromosome
52,21920,1,4878321,21920,True,chromosome
53,17246,2,80528,17246,False,no_label
54,17103,4,17103,17103,False,no_label
55,16807,2,80528,16807,False,no_label
56,13549,2,80528,13549,False,no_label
57,11835,3,41559,11835,False,no_label
58,10287,2,80528,10287,False,no_label
59,9974,1,4878321,9974,True,chromosome
60,7920,1,4878321,7920,True,chromosome
61,7727,1,4878321,7727,True,chromosome
62,7004,2,80528,7004,False,no_label
63,6811,5,6811,6811,True,plasmid
64,5241,2,80528,5241,False,no_label
65,4736,1,4878321,4736,True,chromosome
66,4217,1,4878321,4217,True,chromosome
67,4113,1,4878321,4113,True,chromosome
68,3361,1,4878321,3361,True,chromosome
69,3220,1,4878321,3220,True,chromosome
70,2919,1,4878321,2919,True,chromosome
71,2266,1,4878321,2266,True,chromosome
72,1936,1,4878321,1936,True,chromosome
73,1426,1,4878321,1426,True,chromosome
74,1420,2,80528,1420,False,no_label
75,1342,3,41559,1342,False,no_label
76,1305,1,4878321,1305,True,chromosome
77,1283,1,4878321,1283,True,chromosome
78,1198,1,4878321,1198,True,chromosome
79,1190,1,4878321,1190,True,chromosome
80,1177,1,4878321,1177,True,chromosome
81,1148,1,4878321,1148,True,chromosome
82,1048,1,4878321,1048,True,chromosome
83,1044,1,4878321,1044,True,chromosome
84,1005,1,4878321,1005,True,chromosome
85,1005,1,4878321,1005,True,chromosome
86,957,1,4878321,957,True,chromosome
87,943,1,4878321,943,True,chromosome
88,859,1,4878321,859,True,chromosome
89,779,1,4878321,779,True,chromosome
90,779,1,4878321,779,True,chromosome
91,763,1,4878321,763,True,chromosome
92,758,2,80528,758,False,no_label
93,734,1,4878321,734,True,chromosome
94,726,1,4878321,726,True,chromosome
95,695,1,4878321,695,True,chromosome
96,668,1,4878321,668,True,chromosome
97,619,1,4878321,619,True,chromosome
98,581,1,4878321,581,True,chromosome
99,576,1,4878321,576,True,chromosome
100,573,1,4878321,573,True,chromosome
101,572,1,4878321,572,True,chromosome
102,569,1,4878321,569,True,chromosome
103,560,1,4878321,560,True,chromosome
104,559,1,4878321,559,True,chromosome
105,555,1,4878321,555,True,chromosome
106,555,2,80528,555,False,no_label
107,548,1,4878321,548,True,chromosome
108,536,6,536,536,False,no_label
109,522,1,4878321,522,True,chromosome
110,522,1,4878321,522,True,chromosome
111,507,2,80528,507,False,no_label
112,502,2,80528,502,False,no_label
113,493,1,4878321,493,True,chromosome
114,481,1,4878321,481,True,chromosome
115,472,2,80528,472,False,no_label
116,437,1,4878321,437,True,chromosome
117,436,1,4878321,436,True,chromosome
118,436,1,4878321,436,True,chromosome
119,423,1,4878321,423,True,chromosome
120,361,1,4878321,361,True,chromosome
121,342,1,4878321,342,True,chromosome
122,331,1,4878321,331,True,chromosome
123,327,1,4878321,327,True,chromosome
124,324,1,4878321,324,True,chromosome
125,313,1,4878321,313,True,chromosome
126,312,1,4878321,312,True,chromosome
127,312,1,4878321,312,True,chromosome
128,305,1,4878321,305,True,chromosome
129,303,1,4878321,303,True,chromosome
130,300,2,80528,300,False,no_label
131,297,1,4878321,297,True,chromosome
132,266,1,4878321,266,True,chromosome
133,263,2,80528,263,False,no_label
134,262,1,4878321,262,True,chromosome
135,261,1,4878321,261,True,chromosome
136,248,1,4878321,248,True,chromosome
137,236,1,4878321,236,True,chromosome
138,236,1,4878321,236,True,chromosome
139,234,1,4878321,234,True,chromosome
140,224,1,4878321,224,True,chromosome
141,218,1,4878321,218,True,chromosome
142,211,1,4878321,211,True,chromosome
143,211,1,4878321,211,True,chromosome
144,207,1,4878321,207,True,chromosome
145,204,1,4878321,204,True,chromosome
146,197,1,4878321,197,True,chromosome
147,191,2,80528,191,False,no_label
148,190,7,190,190,False,no_label
149,186,1,4878321,186,True,chromosome
150,185,1,4878321,185,True,chromosome
151,184,1,4878321,184,True,chromosome
152,173,1,4878321,173,True,chromosome
153,170,2,80528,170,False,no_label
154,170,1,4878321,170,True,chromosome
155,170,1,4878321,170,True,chromosome
156,165,1,4878321,165,True,chromosome
157,159,1,4878321,159,True,chromosome
158,155,1,4878321,155,True,chromosome
159,153,1,4878321,153,True,chromosome
160,151,1,4878321,151,True,chromosome
161,145,1,4878321,145,True,chromosome
162,144,1,4878321,144,True,chromosome
163,143,1,4878321,143,True,chromosome
164,142,1,4878321,142,True,chromosome
165,138,1,4878321,138,True,chromosome
166,138,1,4878321,138,True,chromosome
