short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,514121,1,3940663,514121,False,chromosome
2,407754,2,1755309,407754,False,chromosome
3,369715,1,3940663,369715,False,chromosome
4,355150,1,3940663,355150,False,chromosome
5,338269,1,3940663,338269,False,chromosome
6,326231,1,3940663,326231,False,chromosome
7,324545,1,3940663,324545,False,chromosome
8,260967,1,3940663,260967,False,chromosome
9,252917,2,1755309,252917,False,chromosome
10,237450,1,3940663,237450,False,chromosome
11,186630,1,3940663,186630,False,chromosome
12,173549,2,1755309,173549,False,chromosome
13,156985,2,1755309,156985,False,chromosome
14,144162,2,1755309,144162,False,chromosome
15,140082,1,3940663,140082,False,chromosome
16,138172,2,1755309,138172,False,chromosome
17,133438,1,3940663,133438,False,chromosome
18,133200,2,1755309,133200,False,chromosome
19,103677,1,3940663,103677,False,chromosome
20,94898,1,3940663,94898,False,chromosome
21,92626,1,3940663,92626,False,chromosome
22,81375,1,3940663,81375,False,chromosome
23,78030,2,1755309,78030,False,chromosome
24,76976,2,1755309,76976,False,chromosome
25,76622,6,76622,76622,False,no_label
26,70286,1,3940663,70286,False,chromosome
27,69929,2,1755309,69929,False,chromosome
28,63092,4,115072,40738,True,plasmid
29,61886,5,113294,60931,True,plasmid
30,46770,1,3940663,46770,False,chromosome
31,44382,1,3940663,44382,False,chromosome
32,41511,3,219120,41511,True,plasmid
33,40614,1,3940663,40614,False,chromosome
34,40091,2,1755309,40091,False,chromosome
35,39250,1,3940663,39250,False,chromosome
36,29989,5,113294,29989,True,plasmid
37,26192,7,26192,26192,False,no_label
38,25793,2,1755309,25793,False,chromosome
39,25364,3,219120,25364,True,plasmid
40,23899,3,219120,23899,True,plasmid
41,23217,8,23217,23217,False,no_label
42,22421,2,1755309,22421,False,chromosome
43,21608,1,3940663,21608,False,chromosome
44,19788,3,219120,19788,True,plasmid
45,19446,1,3940663,19446,False,chromosome
46,17687,5,113294,17687,True,plasmid
47,15915,1,3940663,15915,False,chromosome
48,13241,4,115072,13241,True,plasmid
49,12966,4,115072,12966,True,plasmid
50,11518,9,11518,11518,False,no_label
51,11220,1,3940663,11220,False,chromosome
52,10513,2,1755309,8907,False,chromosome
53,10103,3,219120,10103,True,plasmid
54,9239,3,219120,9239,True,plasmid
55,8559,3,219120,8559,True,plasmid
56,8130,NA,NA,8130,NA,ambiguous
57,7671,3,219120,7671,True,plasmid
58,6682,4,115072,6682,True,plasmid
59,6381,3,219120,6381,True,plasmid
60,6340,3,219120,3268,True,plasmid
61,5104,3,219120,5104,True,plasmid
62,4774,3,219120,4774,True,plasmid
63,3942,1,3940663,3942,False,chromosome
64,3834,3,219120,3834,True,plasmid
65,3492,3,219120,3477,True,plasmid
66,3452,10,3452,3452,True,plasmid
67,2439,NA,NA,2439,NA,ambiguous
68,2348,11,2348,2348,True,plasmid
69,2281,NA,NA,2281,NA,ambiguous
70,2197,3,219120,2197,True,plasmid
71,2153,1,3940663,2153,False,chromosome
72,1976,1,3940663,1976,False,chromosome
73,1890,3,219120,1890,True,plasmid
74,1675,3,219120,1675,True,plasmid
75,1443,NA,NA,1443,NA,ambiguous
76,1382,12,1382,1382,False,no_label
77,1348,1,3940663,1348,False,chromosome
78,1340,NA,NA,1340,NA,ambiguous
79,1261,1,3940663,1261,False,chromosome
80,1105,1,3940663,1105,False,chromosome
81,1097,NA,NA,1097,NA,ambiguous
82,1074,13,1074,1074,False,no_label
83,1043,1,3940663,1043,False,chromosome
84,994,14,994,994,False,no_label
85,976,3,219120,976,True,plasmid
86,969,NA,NA,969,NA,ambiguous
87,904,4,115072,904,True,plasmid
88,856,4,115072,856,True,plasmid
89,848,4,115072,848,True,plasmid
90,827,2,1755309,827,False,chromosome
91,826,2,1755309,826,False,chromosome
92,745,15,745,745,False,no_label
93,713,16,713,713,False,no_label
94,669,17,669,669,False,no_label
95,654,4,115072,654,True,plasmid
96,612,2,1755309,612,False,chromosome
97,583,3,219120,583,True,plasmid
98,535,2,1755309,535,False,chromosome
99,528,18,528,528,False,no_label
100,524,NA,NA,524,NA,ambiguous
101,514,1,3940663,514,False,chromosome
102,497,3,219120,497,True,plasmid
103,497,4,115072,497,True,plasmid
104,487,19,487,487,False,no_label
105,481,3,219120,481,True,plasmid
106,481,4,115072,481,True,plasmid
107,465,3,219120,465,True,plasmid
108,444,20,444,444,False,no_label
109,440,3,219120,440,True,plasmid
110,421,4,115072,421,True,plasmid
111,394,1,3940663,394,False,chromosome
112,376,2,1755309,376,False,chromosome
113,369,21,369,369,False,no_label
114,363,22,363,363,False,no_label
115,353,1,3940663,353,False,chromosome
