short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,608902,1,6203967,608902,True,chromosome
2,339915,1,6203967,339915,True,chromosome
3,296866,1,6203967,296866,True,chromosome
4,283726,1,6203967,283726,True,chromosome
5,274526,1,6203967,274526,True,chromosome
6,264461,1,6203967,264461,True,chromosome
7,255820,1,6203967,255820,True,chromosome
8,239600,1,6203967,239600,True,chromosome
9,228957,1,6203967,228957,True,chromosome
10,216034,1,6203967,216034,True,chromosome
11,203161,1,6203967,203161,True,chromosome
12,176020,1,6203967,176020,True,chromosome
13,171368,1,6203967,171368,True,chromosome
14,149655,1,6203967,149655,True,chromosome
15,149538,1,6203967,149538,True,chromosome
16,142778,1,6203967,142778,True,chromosome
17,141811,1,6203967,141811,True,chromosome
18,141295,1,6203967,141295,True,chromosome
19,139811,1,6203967,139811,True,chromosome
20,133537,1,6203967,133537,True,chromosome
21,113682,1,6203967,113682,True,chromosome
22,97482,1,6203967,97482,True,chromosome
23,96761,1,6203967,96761,True,chromosome
24,94664,1,6203967,94664,True,chromosome
25,91805,1,6203967,58350,True,chromosome
26,88461,1,6203967,88461,True,chromosome
27,79447,4,118050,79447,False,no_label
28,77725,1,6203967,77725,True,chromosome
29,70362,1,6203967,70362,True,chromosome
30,63031,1,6203967,63031,True,chromosome
31,59357,1,6203967,59357,True,chromosome
32,56824,2,269564,56824,True,plasmid
33,56475,1,6203967,56475,True,chromosome
34,55769,3,178153,55769,True,plasmid
35,53829,1,6203967,53829,True,chromosome
36,53386,1,6203967,53386,True,chromosome
37,52530,2,269564,29333,True,plasmid
38,49054,1,6203967,49054,True,chromosome
39,46770,1,6203967,46770,True,chromosome
40,41966,1,6203967,41966,True,chromosome
41,39260,1,6203967,39260,True,chromosome
42,35391,1,6203967,35391,True,chromosome
43,34251,1,6203967,34251,True,chromosome
44,31863,1,6203967,31863,True,chromosome
45,29896,1,6203967,29896,True,chromosome
46,28382,1,6203967,28382,True,chromosome
47,24854,3,178153,21783,True,plasmid
48,24728,1,6203967,24728,True,chromosome
49,24329,2,269564,24329,True,plasmid
50,24106,1,6203967,24106,True,chromosome
51,23412,3,178153,23412,True,plasmid
52,23115,1,6203967,23115,True,chromosome
53,22681,2,269564,22681,True,plasmid
54,21302,2,269564,21302,True,plasmid
55,19954,1,6203967,19954,True,chromosome
56,15034,3,178153,15034,True,plasmid
57,13629,1,6203967,13629,True,chromosome
58,13235,3,178153,13235,True,plasmid
59,12706,4,118050,12706,False,no_label
60,12216,2,269564,12216,True,plasmid
61,12065,2,269564,12065,True,plasmid
62,11481,2,269564,11481,True,plasmid
63,10614,1,6203967,10614,True,chromosome
64,10106,3,178153,10106,True,plasmid
65,8703,4,118050,8703,False,no_label
66,7916,2,269564,7916,True,plasmid
67,6766,1,6203967,6766,True,chromosome
