short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,1035918,1,4368307,1035918,False,chromosome
2,877461,1,4368307,877461,False,chromosome
3,555178,1,4368307,555121,False,chromosome
4,370982,1,4368307,370982,False,chromosome
5,268115,1,4368307,268115,False,chromosome
6,229621,2,830950,229621,False,chromosome
7,178572,2,830950,178572,False,chromosome
8,168574,2,830950,168461,False,chromosome
9,165375,1,4368307,165375,False,chromosome
10,158843,1,4368307,158843,False,chromosome
11,146027,4,146027,146027,False,no_label
12,136700,1,4368307,136700,False,chromosome
13,106570,2,830950,106570,False,chromosome
14,94143,1,4368307,94143,False,chromosome
15,83183,1,4368307,83183,False,chromosome
16,74813,1,4368307,74813,False,chromosome
17,72106,1,4368307,72006,False,chromosome
18,62118,1,4368307,61959,False,chromosome
19,58930,1,4368307,58930,False,chromosome
20,54697,2,830950,54697,False,chromosome
21,54371,3,157550,54371,True,plasmid
22,51147,2,830950,51147,False,chromosome
23,50870,1,4368307,50870,False,chromosome
24,49345,1,4368307,49345,False,chromosome
25,40452,6,75046,40452,False,no_label
26,39778,3,157550,39657,True,plasmid
27,36623,1,4368307,36623,False,chromosome
28,35395,3,157550,35395,True,plasmid
29,33373,1,4368307,33311,False,chromosome
30,30668,1,4368307,30668,False,chromosome
31,28723,1,4368307,28723,False,chromosome
32,28127,5,103147,28127,False,no_label
33,27407,2,830950,27305,False,chromosome
34,23953,1,4368307,23953,False,chromosome
35,15635,1,4368307,15635,False,chromosome
36,15286,5,103147,15286,False,no_label
37,13601,6,75046,13601,False,no_label
38,12967,3,157550,12831,True,plasmid
39,12661,7,41026,12661,False,no_label
40,10610,9,10610,10610,True,plasmid
41,9400,8,11064,9400,True,plasmid
42,8826,7,41026,8741,False,no_label
43,8814,5,103147,8814,False,no_label
44,8301,5,103147,8301,False,no_label
45,7987,5,103147,7987,False,no_label
46,7403,7,41026,7367,False,no_label
47,5565,6,75046,5565,False,no_label
48,5553,5,103147,5553,False,no_label
49,5019,6,75046,5019,False,no_label
50,4806,5,103147,4806,False,no_label
51,4595,7,41026,4530,False,no_label
52,4073,NA,NA,4073,NA,ambiguous
53,3766,10,3766,3766,False,no_label
54,3432,1,4368307,3432,False,chromosome
55,3371,5,103147,3371,False,no_label
56,3145,5,103147,3145,False,no_label
57,2927,5,103147,2927,False,no_label
58,2528,5,103147,2528,False,no_label
59,2504,6,75046,2504,False,no_label
60,2048,11,2048,2048,True,plasmid
61,1664,6,75046,1664,False,no_label
62,1631,NA,NA,1631,NA,ambiguous
63,1585,1,4368307,1585,False,chromosome
64,1375,1,4368307,1375,False,chromosome
65,1307,6,75046,1307,False,no_label
66,1286,5,103147,1286,False,no_label
67,1277,1,4368307,1277,False,chromosome
68,1076,1,4368307,1076,False,chromosome
69,884,5,103147,884,False,no_label
70,688,5,103147,688,False,no_label
71,643,7,41026,643,False,no_label
72,424,1,4368307,424,False,chromosome
73,399,1,4368307,399,False,chromosome
74,395,5,103147,395,False,no_label
75,314,1,4368307,314,False,chromosome
76,307,1,4368307,307,False,chromosome
77,303,1,4368307,303,False,chromosome
78,267,6,75046,267,False,no_label
79,262,1,4368307,262,False,chromosome
80,254,NA,NA,254,NA,ambiguous
81,252,1,4368307,252,False,chromosome
82,243,1,4368307,243,False,chromosome
83,240,1,4368307,240,False,chromosome
84,239,1,4368307,239,False,chromosome
85,239,1,4368307,239,False,chromosome
86,231,1,4368307,231,False,chromosome
87,225,1,4368307,225,False,chromosome
88,203,1,4368307,203,False,chromosome
89,185,1,4368307,185,False,chromosome
90,184,1,4368307,184,False,chromosome
91,182,1,4368307,182,False,chromosome
92,164,5,103147,164,False,no_label
93,158,1,4368307,158,False,chromosome
94,153,1,4368307,153,False,chromosome
95,140,1,4368307,140,False,chromosome
96,132,2,830950,132,False,chromosome
97,131,NA,NA,131,NA,ambiguous
98,130,5,103147,130,False,no_label
99,127,NA,NA,127,NA,ambiguous
100,103,1,4368307,103,False,chromosome
101,102,1,4368307,102,False,chromosome
102,101,1,4368307,101,False,chromosome
