short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,647018,1,979355,647018,False,no_label
2,181197,2,439415,181197,False,no_label
3,171141,4,303059,171141,False,no_label
4,159742,5,165544,159742,False,no_label
5,115678,2,439415,115678,False,no_label
6,106407,1,979355,106407,False,no_label
7,92154,3,321737,92154,False,no_label
8,86885,6,131281,86885,False,no_label
9,79056,1,979355,71972,False,no_label
10,58775,8,58775,58775,False,no_label
11,56640,3,321737,56640,False,no_label
12,56093,1,979355,56093,False,no_label
13,54669,2,439415,54669,False,no_label
14,50440,7,107721,50440,False,no_label
15,46513,3,321737,46513,False,no_label
16,44451,4,303059,44451,False,no_label
17,42912,6,131281,42912,False,no_label
18,42405,4,303059,42405,False,no_label
19,40899,9,40899,40899,False,no_label
20,40828,4,303059,40828,False,no_label
21,40653,2,439415,40653,False,no_label
22,40456,1,979355,40456,False,no_label
23,38846,3,321737,38846,False,no_label
24,33339,3,321737,33339,False,no_label
25,30249,1,979355,30249,False,no_label
26,22047,3,321737,22047,False,no_label
27,20872,2,439415,20872,False,no_label
28,19256,7,107721,19256,False,no_label
29,18819,3,321737,18819,False,no_label
30,18362,2,439415,18362,False,no_label
31,13316,7,107721,13316,False,no_label
32,12766,7,107721,12766,False,no_label
33,6949,1,979355,6949,False,no_label
34,6547,11,6547,6547,False,no_label
35,6420,1,979355,6420,False,no_label
36,4385,5,165544,4385,False,no_label
37,3195,3,321737,3195,False,no_label
38,2924,12,2924,2924,False,no_label
39,2280,1,979355,2280,False,no_label
40,2092,3,321737,2092,False,no_label
41,1731,7,107721,1731,False,no_label
42,1620,13,1620,1620,False,no_label
43,1417,1,979355,1417,False,no_label
44,878,1,979355,878,False,no_label
45,824,3,321737,824,False,no_label
46,743,1,979355,743,False,no_label
47,715,14,715,715,False,no_label
48,484,15,484,484,False,no_label
49,478,7,107721,478,False,no_label
50,469,7,107721,469,False,no_label
51,467,1,979355,467,False,no_label
52,432,4,303059,432,False,no_label
53,424,3,321737,364,False,no_label
54,400,3,321737,335,False,no_label
55,399,18,399,399,False,no_label
56,349,19,349,349,False,no_label
57,328,20,328,328,False,no_label
58,296,21,296,296,False,no_label
59,291,22,291,291,False,no_label
60,288,23,288,288,False,no_label
61,268,2,439415,268,False,no_label
62,234,3,321737,234,False,no_label
63,227,24,227,227,False,no_label
64,207,2,439415,207,False,no_label
65,200,25,200,200,False,no_label
66,198,26,198,198,False,no_label
67,197,27,197,197,False,no_label
68,197,28,197,197,False,no_label
69,195,29,195,195,False,no_label
70,193,30,193,193,False,no_label
71,188,1,979355,188,False,no_label
72,180,31,180,180,False,no_label
73,179,32,179,179,False,no_label
74,168,3,321737,168,False,no_label
75,164,4,303059,164,False,no_label
76,163,33,163,163,False,no_label
77,162,3,321737,162,False,no_label
78,155,7,107721,155,False,no_label
79,153,4,303059,153,False,no_label
80,151,7,107721,151,False,no_label
81,149,34,149,149,False,no_label
82,149,35,149,149,False,no_label
83,148,4,303059,148,False,no_label
84,139,1,979355,139,False,no_label
85,128,3,321737,128,False,no_label
86,112,3,321737,112,False,no_label
87,111,3,321737,111,False,no_label
88,109,2,439415,109,False,no_label
89,105,37,105,105,False,no_label
