short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,1030534,1,3928348,1030534,True,chromosome
2,577675,1,3928348,577675,True,chromosome
3,426660,1,3928348,292659,True,chromosome
4,413180,2,1186193,364456,True,plasmid
5,332256,1,3928348,332256,True,chromosome
6,293276,2,1186193,293276,True,plasmid
7,282508,1,3928348,282508,True,chromosome
8,268686,1,3928348,268686,True,chromosome
9,263502,1,3928348,263502,True,chromosome
10,233989,1,3928348,233989,True,chromosome
11,188294,1,3928348,188294,True,chromosome
12,175273,1,3928348,175273,True,chromosome
13,128514,2,1186193,128514,True,plasmid
14,122362,2,1186193,122362,True,plasmid
15,82554,2,1186193,82554,True,plasmid
16,49666,1,3928348,49666,True,chromosome
17,47500,2,1186193,47500,True,plasmid
18,36160,2,1186193,36160,True,plasmid
19,35027,NA,NA,35027,NA,ambiguous
20,25357,1,3928348,25357,True,chromosome
21,22578,3,41357,22578,True,plasmid
22,8326,4,8476,6633,True,plasmid
23,3037,1,3928348,3037,True,chromosome
24,3037,1,3928348,3037,True,chromosome
25,2966,NA,NA,2966,NA,ambiguous
26,1560,NA,NA,1560,NA,ambiguous
27,833,1,3928348,833,True,chromosome
28,786,1,3928348,786,True,chromosome
29,786,1,3928348,786,True,chromosome
30,764,1,3928348,764,True,chromosome
31,727,1,3928348,727,True,chromosome
32,467,1,3928348,467,True,chromosome
33,459,1,3928348,459,True,chromosome
34,388,1,3928348,388,True,chromosome
35,269,1,3928348,269,True,chromosome
36,269,1,3928348,269,True,chromosome
37,269,1,3928348,269,True,chromosome
38,254,1,3928348,254,True,chromosome
39,254,1,3928348,254,True,chromosome
40,245,NA,NA,245,NA,ambiguous
41,221,1,3928348,221,True,chromosome
42,211,1,3928348,211,True,chromosome
43,211,1,3928348,211,True,chromosome
44,210,1,3928348,210,True,chromosome
45,209,1,3928348,209,True,chromosome
46,197,1,3928348,197,True,chromosome
47,194,1,3928348,194,True,chromosome
48,192,1,3928348,192,True,chromosome
49,183,1,3928348,183,True,chromosome
50,176,1,3928348,176,True,chromosome
51,166,1,3928348,166,True,chromosome
52,166,1,3928348,166,True,chromosome
53,162,1,3928348,162,True,chromosome
54,161,1,3928348,161,True,chromosome
55,154,1,3928348,154,True,chromosome
56,152,1,3928348,152,True,chromosome
57,152,1,3928348,152,True,chromosome
58,152,1,3928348,152,True,chromosome
59,150,NA,NA,150,NA,ambiguous
60,140,1,3928348,140,True,chromosome
61,136,2,1186193,136,True,plasmid
62,132,1,3928348,132,True,chromosome
63,131,NA,NA,131,NA,ambiguous
64,127,2,1186193,127,True,plasmid
65,121,NA,NA,121,NA,ambiguous
66,102,2,1186193,102,True,plasmid
