short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,578092,1,4781976,578092,True,chromosome
2,358505,1,4781976,358505,True,chromosome
3,352794,1,4781976,352794,True,chromosome
4,309132,1,4781976,309132,True,chromosome
5,251234,1,4781976,251234,True,chromosome
6,203408,1,4781976,203408,True,chromosome
7,165403,1,4781976,165403,True,chromosome
8,145119,1,4781976,145119,True,chromosome
9,141146,1,4781976,141146,True,chromosome
10,136991,1,4781976,136991,True,chromosome
11,130936,1,4781976,130936,True,chromosome
12,124983,1,4781976,124983,True,chromosome
13,119022,1,4781976,119022,True,chromosome
14,106193,1,4781976,106193,True,chromosome
15,98825,1,4781976,98825,True,chromosome
16,96403,1,4781976,96403,True,chromosome
17,95030,1,4781976,95030,True,chromosome
18,89038,1,4781976,89038,True,chromosome
19,88119,1,4781976,88119,True,chromosome
20,82089,1,4781976,82089,True,chromosome
21,79267,1,4781976,79267,True,chromosome
22,73360,1,4781976,73360,True,chromosome
23,68964,1,4781976,68964,True,chromosome
24,61297,1,4781976,61297,True,chromosome
25,60797,1,4781976,60797,True,chromosome
26,57515,1,4781976,57515,True,chromosome
27,55286,2,233514,55286,False,no_label
28,49065,2,233514,49065,False,no_label
29,49026,1,4781976,49026,True,chromosome
30,48986,1,4781976,48986,True,chromosome
31,48408,1,4781976,48408,True,chromosome
32,44976,1,4781976,30424,True,chromosome
33,44626,1,4781976,44626,True,chromosome
34,44354,1,4781976,44354,True,chromosome
35,43164,1,4781976,43164,True,chromosome
36,41796,4,41776,41776,False,no_label
37,40125,1,4781976,40125,True,chromosome
38,38225,2,233514,38225,False,no_label
39,36904,1,4781976,36904,True,chromosome
40,36611,3,94152,36611,False,no_label
41,35606,1,4781976,35606,True,chromosome
42,30882,1,4781976,30882,True,chromosome
43,29685,3,94152,29685,False,no_label
44,24173,1,4781976,24173,True,chromosome
45,17551,2,233514,17551,False,no_label
46,16607,3,94152,16607,False,no_label
47,15338,1,4781976,15338,True,chromosome
48,13361,2,233514,13361,False,no_label
49,12834,1,4781976,12834,True,chromosome
50,12397,2,233514,12397,False,no_label
51,11561,1,4781976,11561,True,chromosome
52,10697,1,4781976,10697,True,chromosome
53,9605,1,4781976,9605,True,chromosome
54,8072,5,22546,8072,True,plasmid
55,7799,2,233514,7799,False,no_label
56,7254,1,4781976,7254,True,chromosome
57,6907,6,7748,6907,False,no_label
58,6614,2,233514,6614,False,no_label
59,6098,3,94152,6098,False,no_label
60,4719,1,4781976,4719,True,chromosome
61,4686,2,233514,4686,False,no_label
62,4626,7,4626,4626,True,plasmid
63,4416,1,4781976,4416,True,chromosome
64,4316,1,4781976,4316,True,chromosome
65,4274,1,4781976,4274,True,chromosome
66,3684,8,3684,3684,True,plasmid
67,3671,2,233514,3671,False,no_label
68,3560,2,233514,3560,False,no_label
69,3373,9,3373,3373,True,plasmid
70,3184,5,22546,3184,True,plasmid
71,2989,2,233514,2989,False,no_label
72,2581,3,94152,2581,False,no_label
73,2475,1,4781976,2475,True,chromosome
74,2368,1,4781976,2368,True,chromosome
75,2061,1,4781976,2061,True,chromosome
76,2001,5,22546,2001,True,plasmid
77,1966,1,4781976,1966,True,chromosome
78,1817,1,4781976,1817,True,chromosome
79,1705,5,22546,1705,True,plasmid
80,1693,1,4781976,1693,True,chromosome
81,1640,2,233514,1640,False,no_label
82,1460,1,4781976,1460,True,chromosome
83,1329,2,233514,1329,False,no_label
84,1283,1,4781976,1283,True,chromosome
85,1211,1,4781976,1211,True,chromosome
86,1179,5,22546,1179,True,plasmid
87,1174,1,4781976,1174,True,chromosome
88,1149,1,4781976,1149,True,chromosome
89,1129,1,4781976,1129,True,chromosome
90,1112,1,4781976,1112,True,chromosome
91,1073,2,233514,1073,False,no_label
92,1070,2,233514,1070,False,no_label
93,1044,11,1044,1044,False,no_label
94,1007,2,233514,1007,False,no_label
95,955,1,4781976,955,True,chromosome
96,919,10,1926,919,False,no_label
97,909,2,233514,909,False,no_label
98,894,1,4781976,894,True,chromosome
99,876,1,4781976,876,True,chromosome
100,848,1,4781976,848,True,chromosome
101,843,1,4781976,843,True,chromosome
102,841,2,233514,841,False,no_label
103,818,5,22546,818,True,plasmid
104,813,1,4781976,813,True,chromosome
105,810,1,4781976,810,True,chromosome
106,786,1,4781976,786,True,chromosome
107,684,1,4781976,684,True,chromosome
108,612,2,233514,612,False,no_label
109,569,1,4781976,569,True,chromosome
110,546,1,4781976,546,True,chromosome
111,543,2,233514,543,False,no_label
112,507,3,94152,507,False,no_label
113,502,1,4781976,502,True,chromosome
114,477,1,4781976,477,True,chromosome
115,477,1,4781976,477,True,chromosome
116,438,1,4781976,438,True,chromosome
117,385,1,4781976,385,True,chromosome
118,356,1,4781976,356,True,chromosome
119,343,1,4781976,343,True,chromosome
120,341,1,4781976,341,True,chromosome
121,312,2,233514,312,False,no_label
122,305,1,4781976,305,True,chromosome
123,305,1,4781976,305,True,chromosome
124,304,1,4781976,304,True,chromosome
125,266,2,233514,266,False,no_label
126,248,1,4781976,248,True,chromosome
127,248,5,22546,248,True,plasmid
128,246,1,4781976,246,True,chromosome
129,224,1,4781976,224,True,chromosome
130,211,1,4781976,211,True,chromosome
131,211,1,4781976,211,True,chromosome
132,211,3,94152,211,False,no_label
133,209,1,4781976,209,True,chromosome
134,208,1,4781976,208,True,chromosome
135,206,1,4781976,206,True,chromosome
136,205,1,4781976,205,True,chromosome
137,201,1,4781976,201,True,chromosome
138,201,3,94152,201,False,no_label
139,199,1,4781976,199,True,chromosome
140,198,1,4781976,198,True,chromosome
141,196,NA,NA,196,NA,ambiguous
142,194,1,4781976,194,True,chromosome
143,193,3,94152,193,False,no_label
144,182,3,94152,182,False,no_label
145,169,1,4781976,169,True,chromosome
146,163,1,4781976,163,True,chromosome
147,161,3,94152,161,False,no_label
148,155,1,4781976,155,True,chromosome
149,154,1,4781976,154,True,chromosome
150,151,3,94152,151,False,no_label
151,149,NA,NA,149,NA,ambiguous
152,145,1,4781976,145,True,chromosome
153,141,2,233514,141,False,no_label
154,135,2,233514,135,False,no_label
155,130,1,4781976,130,True,chromosome
156,129,1,4781976,129,True,chromosome
157,126,1,4781976,126,True,chromosome
158,125,1,4781976,125,True,chromosome
159,123,2,233514,123,False,no_label
160,121,2,233514,121,False,no_label
161,121,1,4781976,121,True,chromosome
162,121,1,4781976,121,True,chromosome
163,109,1,4781976,109,True,chromosome
164,108,1,4781976,108,True,chromosome
165,101,1,4781976,101,True,chromosome
