short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,710489,1,710489,710489,False,no_label
2,448081,2,684281,448081,False,no_label
3,360450,5,487025,360450,False,no_label
4,338853,7,338853,338853,False,no_label
5,333365,4,576835,333277,False,no_label
6,312762,8,312762,312762,False,no_label
7,269923,6,366832,269923,False,no_label
8,267105,9,267105,267105,False,no_label
9,247828,3,623856,247828,False,no_label
10,233969,10,233458,233458,False,no_label
11,229506,4,576835,229506,False,no_label
12,203669,2,684281,203669,False,no_label
13,130608,12,136092,130608,False,no_label
14,130046,11,144122,129787,False,no_label
15,129256,3,623856,129256,False,no_label
16,121334,5,487025,121334,False,no_label
17,110343,13,110343,110343,False,no_label
18,99275,3,623856,99275,False,no_label
19,99158,14,99158,99158,False,no_label
20,95563,6,366832,95563,False,no_label
21,94137,15,94137,94137,False,no_label
22,86307,3,623856,86307,False,no_label
23,77616,16,77616,77616,False,no_label
24,51840,17,51840,51840,False,no_label
25,38404,18,38404,38404,False,no_label
26,35288,19,35288,35288,False,no_label
27,34261,3,623856,34261,False,no_label
28,31655,20,31655,31655,False,no_label
29,26037,2,684281,26037,False,no_label
30,21148,23,21148,21148,False,no_label
31,19286,24,19286,19286,False,no_label
32,16192,25,16192,16192,False,no_label
33,14467,26,14467,14467,False,no_label
34,13435,21,27391,13435,False,no_label
35,13030,11,144122,13030,False,no_label
36,12145,27,12145,12145,False,no_label
37,11354,28,11354,11354,False,no_label
38,10941,22,21944,10941,False,no_label
39,10886,22,21944,10886,False,no_label
40,10846,29,10846,10846,False,no_label
41,10421,30,10421,10421,False,no_label
42,10251,31,10251,10251,False,no_label
43,9429,32,9429,9429,False,no_label
44,8091,33,8091,8091,False,no_label
45,7449,34,7449,7449,False,no_label
46,7201,4,576835,7201,False,no_label
47,7099,35,7099,7099,False,no_label
48,6496,36,6496,6496,False,no_label
49,6330,37,6330,6330,False,no_label
50,5010,12,136092,3726,False,no_label
51,4979,38,4979,4979,False,no_label
52,4810,39,4810,4810,False,no_label
53,4448,3,623856,4448,False,no_label
54,4039,40,4138,4039,False,no_label
55,4013,41,4013,4013,False,no_label
56,3935,42,3935,3935,False,no_label
57,3484,43,3484,3484,False,no_label
58,3359,44,3359,3359,False,no_label
59,3165,45,3165,3165,False,no_label
60,2940,21,27391,2940,False,no_label
61,2690,46,2690,2690,True,plasmid
62,2650,47,2650,2650,False,no_label
63,2454,48,2454,2454,False,no_label
64,2443,49,2443,2443,False,no_label
65,2440,50,2440,2440,False,no_label
66,2170,51,2170,2170,False,no_label
67,2048,52,2048,2048,False,no_label
68,2027,53,2027,2027,False,no_label
69,2021,54,2021,2021,False,no_label
70,1931,55,1931,1931,False,no_label
71,1861,56,1861,1861,False,no_label
72,1739,57,1739,1739,False,no_label
73,1733,58,1733,1733,False,no_label
74,1699,59,1699,1699,False,no_label
75,1656,60,1656,1656,False,no_label
76,1489,61,1489,1489,False,no_label
77,1480,62,1480,1480,False,no_label
78,1399,63,1399,1399,False,no_label
79,1385,64,1385,1385,False,no_label
80,1305,11,144122,1305,False,no_label
81,1235,21,27391,1235,False,no_label
82,1226,65,1226,1226,False,no_label
83,1164,66,1164,1164,False,no_label
84,1128,67,1128,1128,False,no_label
85,1122,68,1122,1122,False,no_label
86,1113,69,1113,1113,False,no_label
87,1087,2,684281,1087,False,no_label
88,1056,71,1056,1056,False,no_label
89,1027,72,1027,1027,False,no_label
90,1012,74,1012,1012,False,no_label
91,970,75,970,970,False,no_label
92,947,76,947,947,False,no_label
93,923,77,923,923,False,no_label
94,919,78,919,919,False,no_label
95,917,79,917,917,False,no_label
96,893,80,893,893,False,no_label
97,892,81,892,892,False,no_label
98,844,82,844,844,False,no_label
99,815,2,684281,815,False,no_label
100,737,83,737,737,False,no_label
101,727,84,727,727,False,no_label
102,671,85,671,671,False,no_label
103,671,86,671,671,False,no_label
104,664,87,664,664,False,no_label
105,664,88,664,664,False,no_label
106,642,89,642,642,False,no_label
107,637,90,637,637,False,no_label
108,629,91,629,629,False,no_label
109,619,49,2443,269,False,no_label
110,606,92,606,606,False,no_label
111,602,93,602,602,False,no_label
112,582,94,582,582,False,no_label
113,582,95,582,582,False,no_label
114,563,96,563,563,False,no_label
115,531,97,531,531,False,no_label
116,531,98,531,531,False,no_label
117,514,99,514,514,False,no_label
118,514,100,514,514,False,no_label
119,508,101,508,508,False,no_label
120,499,102,499,499,False,no_label
121,498,103,498,498,False,no_label
122,488,104,488,488,False,no_label
123,459,105,459,459,False,no_label
124,443,106,443,443,False,no_label
125,442,107,442,442,False,no_label
126,429,108,429,429,False,no_label
127,403,109,403,403,False,no_label
128,399,110,399,399,False,no_label
129,387,111,387,387,False,no_label
130,380,112,380,380,False,no_label
131,356,113,356,356,False,no_label
132,335,114,335,335,False,no_label
133,335,115,335,335,False,no_label
134,332,116,332,332,False,no_label
135,332,117,332,332,False,no_label
136,331,118,331,331,False,no_label
137,326,2,684281,326,False,no_label
138,326,120,326,326,False,no_label
139,319,121,319,319,False,no_label
140,316,122,316,316,False,no_label
141,314,123,314,314,False,no_label
142,309,124,309,309,False,no_label
143,296,3,623856,296,False,no_label
144,296,125,296,296,False,no_label
145,294,126,294,294,False,no_label
146,290,127,290,290,False,no_label
147,289,128,289,289,False,no_label
148,289,129,289,289,False,no_label
149,289,130,289,289,False,no_label
150,283,131,283,283,False,no_label
151,282,132,282,282,False,no_label
152,282,133,282,282,False,no_label
153,280,134,280,280,False,no_label
154,275,135,275,275,False,no_label
155,274,136,274,274,False,no_label
156,273,3,623856,273,False,no_label
157,273,138,273,273,False,no_label
158,268,139,268,268,False,no_label
