short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,275481,1,1394788,275481,False,chromosome
2,271376,2,878679,271376,False,no_label
3,214381,2,878679,214381,False,no_label
4,207353,1,1394788,207353,False,chromosome
5,191202,1,1394788,191202,False,chromosome
6,166095,2,878679,166095,False,no_label
7,160673,2,878679,160673,False,no_label
8,128874,1,1394788,128874,False,chromosome
9,128482,1,1394788,128482,False,chromosome
10,122903,3,122903,122903,False,no_label
11,113391,1,1394788,113391,False,chromosome
12,103710,1,1394788,103710,False,chromosome
13,100433,1,1394788,100433,False,chromosome
14,63117,4,97491,63117,False,no_label
15,55130,1,1394788,55130,False,chromosome
16,43218,1,1394788,41727,False,chromosome
17,40381,2,878679,40381,False,no_label
18,32789,4,97491,32789,False,no_label
19,16204,1,1394788,16204,False,chromosome
20,14079,1,1394788,14079,False,chromosome
21,3775,2,878679,3775,False,no_label
22,3348,5,3348,3348,True,plasmid
23,2558,6,2558,2558,False,no_label
24,2119,2,878679,2119,False,no_label
25,1626,7,1626,1626,False,no_label
26,1267,2,878679,1267,False,no_label
27,1050,2,878679,1050,False,no_label
28,988,2,878679,988,False,no_label
29,551,2,878679,551,False,no_label
30,537,4,97491,537,False,no_label
31,449,2,878679,449,False,no_label
32,433,1,1394788,433,False,chromosome
33,356,4,97491,356,False,no_label
34,309,2,878679,309,False,no_label
35,309,2,878679,309,False,no_label
36,306,1,1394788,306,False,chromosome
37,298,2,878679,298,False,no_label
38,295,2,878679,295,False,no_label
39,262,3,122903,262,False,no_label
40,262,2,878679,262,False,no_label
41,256,2,878679,256,False,no_label
42,251,2,878679,251,False,no_label
43,249,1,1394788,249,False,chromosome
44,245,10,245,245,False,no_label
45,241,2,878679,241,False,no_label
46,238,11,238,238,False,no_label
47,237,2,878679,237,False,no_label
48,206,2,878679,206,False,no_label
49,205,12,205,205,False,no_label
50,184,1,1394788,184,False,chromosome
51,167,13,167,167,False,no_label
52,149,2,878679,149,False,no_label
53,142,2,878679,142,False,no_label
54,139,4,97491,139,False,no_label
55,138,2,878679,138,False,no_label
56,134,2,878679,134,False,no_label
57,129,2,878679,129,False,no_label
58,128,1,1394788,128,False,chromosome
59,125,4,97491,125,False,no_label
60,125,1,1394788,125,False,chromosome
61,124,2,878679,124,False,no_label
62,123,2,878679,123,False,no_label
63,112,2,878679,112,False,no_label
64,107,2,878679,107,False,no_label
65,105,2,878679,105,False,no_label
66,105,2,878679,105,False,no_label
67,102,14,102,102,False,no_label
